seller_id,type,status,mape_val,mape_test,smape_val,smape_test,wape_val,wape_test
k_9646c351_1,decline,ok,131.24801393196572,100.0,166.13705372526027,200.0,114.39146818921455,100.0
k_6989574b_0,decline,ok,81.98481921798533,4.307432411942724,152.71613071118503,69.63745304735825,310.34542207291474,76.88598416782982
k_70f84699_0,decline,ok,27.389380543658614,17.924294719436528,143.9118174883735,79.89682396196042,129.08477412317401,80.93291075494675
k_0432ead4_0,decline,ok,100.0,100.0,66.66666666666666,66.66666666666666,100.0,100.0
k_f8d5c708_1,decline,ok,47.8466346819315,73.15766636267438,154.29754690030927,144.17152951040376,113.32000034710579,78.24375512265401
k_e6a69c4a_0,decline,ok,100.0,100.0,200.0,133.33333333333331,100.0,100.0
k_96163520_1,decline,ok,673.127098378451,45.994020937146146,149.1522671967425,61.681653715232564,173.00772115639157,53.65855830055695
k_9c3c24ec_0,decline,ok,56.54951966186616,,159.61395622543782,200.0,94.15950725230834,
k_ab9db4cf_1,decline,ok,3.052197062020575,433.86881677012826,134.33543923062905,147.98881039876306,252.76694391103672,446.8645408557254
k_eba88037_1,decline,ok,14.96767988751053,31.519629862143162,138.7261497084801,91.8952866892634,145.67693063079204,64.12130054326447
k_cd843d4c_1,decline,ok,82.65566523787096,95.8677087870768,165.66039331367267,185.29392827703052,107.2837590168649,93.84130429422305
k_f25e2390_0,decline,ok,121.35067913826691,355.095240124057,158.50846380941854,175.9800978831065,436.2416314228934,1365.6329855013346
k_392e0502_0,decline,ok,22.23563927359992,86.23403282990496,75.00566074577164,104.54897749583887,101.1439895284932,73.05286262701205
k_ce27a3cc_0,decline,ok,319.4537374750366,296.5792465884184,148.09831349555085,138.43141531486793,526.1336123882097,378.9771584951753
k_5ee7fd21_0,decline,ok,147.2987392093658,41.04910314815785,161.60846030225449,150.5500142753392,496.1247743995915,164.12700557847438
k_2a1348e9_0,decline,ok,110.29568286644333,100.0,159.70427555332148,66.66666666666666,110.66886526160769,100.0
k_70f84699_1,decline,ok,46.70793790171058,82.20865096931807,153.6465999445172,179.86117070329425,114.14791206535972,165.84538423230023
k_b5abf4f3_0,decline,ok,76.86628464284894,87.59541193918237,174.95003401784103,171.41233663916412,270.05888835345104,152.0482539932601
k_0ac4201f_1,decline,ok,73.31894288143242,50.802338636568386,171.91786709558284,146.83728466880706,213.83755740752432,136.67703496498146
k_700f03c2_0,decline,ok,100.0,68.48052583618193,133.33333333333331,135.19792407814668,145.21686330133772,94.66253433989998
k_a3082f44_1,decline,ok,96.03441299807731,4.789033684162805,190.20218322519398,1.5590137154019432,111.61263831208817,4.789033684162805
k_9a84ba99_0,decline,ok,13.761553071050873,11.588209440385935,138.25947445259104,137.4336462369533,172.17221845806546,243.36831841374104
k_b4a476fb_0,decline,ok,76.26849594118316,81.20846376263842,83.1602036408463,96.91114679665945,59.40916461049763,69.42465430398687
k_42bde9fe_0,decline,ok,,,66.66666666666666,,,
k_a478c796_1,decline,ok,56.93143249503415,74.52322764877249,159.86207335773136,102.64119170244716,196.3339675587878,206.84767303149832
k_b7ed9fb1_1,decline,ok,100.0,100.0,133.33333333333331,66.66666666666666,100.0,100.0
k_0b18d63d_0,decline,ok,61.17270494343957,59.58245419312848,101.97689606307809,72.49634336304747,47.2094052553164,54.07663737931987
k_a1544b9e_0,decline,ok,56.18521580769349,100.0,119.01771227447855,200.0,71.98458034751073,101.05317289063962
k_3ea00e1d_0,decline,ok,63.04586911922805,62.40432797357156,128.9107678929203,163.56893936876415,101.49673489832674,191.1115180270454
k_86bb7c4b_1,decline,ok,100.0,86.02104400507937,200.0,104.20092924298332,802.4755950801662,84.60610828677865
k_ac641731_0,decline,ok,121.8666435571809,53.39943150940941,158.57497631324256,115.70543502233373,685.7256837044779,79.101460021657
k_1d2732ef_0,decline,ok,96.10343257429228,15.619102684412796,190.36038196414185,138.98073785003842,139.83219546701207,632.8620238279749
k_48436dad_1,decline,ok,29.8561300479908,461.4290596707303,25.189739801891413,129.28578145600628,27.1915341549607,311.94364145046404
k_9cea4682_1,decline,ok,95.7392830904366,7.57704523448119,189.37210485338792,69.29180226746313,123.50553075872071,80.31476293340963
k_52562a9f_1,decline,ok,199.85388400464922,100.0,177.76153079746476,200.0,174.66811632265467,100.0
k_5c853bb5_0,decline,ok,50.498856465666755,86.56675290537656,146.77287744361104,171.76402447214042,329.0937438387586,79.86465142650148
k_a7c88262_0,decline,ok,43.66614448457153,9.756292405209072,75.07871309433182,136.4341675739773,68.91700748425265,209.8592390095872
k_5236605f_1,decline,ok,93.73087375902078,97.37288401520568,185.144899972012,126.67740844079091,136.16183106899905,95.29095614062192
