policy,subset,n,completion_rate,mean_burden,household_safe_rate,mean_violation_amount,mean_violation_ratio_max,p95_violation_ratio_max,max_violation_ratio_max
PPO_cvar_hybrid,R_p10,81,100.0,0.09956455720643059,0.0,2020.6839917312905,2.572116481467834,4.225387292449829,6.072784254959851
PPO_cvar_hybrid,R_mean,160,100.0,0.10874694816456106,0.0,2544.0907176141436,2.2375566511274494,4.080543465771297,6.072784254959851
