policy,subset,n,mean_recovery,completion_rate,mean_burden,mean_household_violation_months,household_violation_zero_rate,mean_violation_amount_total,median_violation_amount_total,mean_violation_ratio_max,p95_violation_ratio_max,mean_reward
Fixed-0.15,all_1302,1302,1.0000000392807347,79.72350230414746,0.14496564444895424,20.737327188940093,0.0,2208.7939202401462,1808.751307562274,1.2560906473383118,2.5228088780349,-25.682949369798685
CVaR,all_1302,1302,0.2786496633202634,0.0,0.03677986594431847,20.737327188940093,0.0,688.7828586650977,381.4876738919091,0.32401542679781076,0.9887847509649569,-29.218452175000703
PPO,all_1302,1302,0.9877907266186096,92.3963133640553,0.2303052407712946,12.175883256528417,1.9201228878648235,1834.0467924493614,1604.050449371338,1.7343958733358344,3.6017892645763054,-15.87125398505193
