seller_id,type,kosis_category,status,mape_val,mape_test,smape_val,smape_test,wape_val,wape_test
k_8d79c8a0_0,decline,음·식료품,ok,95.2512119465611,91.64534584211754,188.43496334858597,173.27877993744875,118.04355085068272,90.90887257723426
k_57c764b4_0,decline,생활용품,ok,89.83387790865737,145.8269141016092,49.40648800648986,58.03002994769509,57.714376330081706,53.250390897409126
k_cd843d4c_1,decline,가구,ok,34.742284517234125,53.01226753478161,147.34872919175234,157.3771845426288,204.0778044286575,188.53595838340297
k_e6a69c4a_1,decline,생활용품,ok,58.58756267108248,80.36835623880351,121.95427915945206,156.2689328368292,80.20748325547261,96.45027634418925
k_1771297a_0,decline,아동·유아용품,ok,,137.4858178853998,200.0,120.9685491926709,,242.33849057773486
k_a3082f44_0,decline,자동차 및 자동차용품,ok,32.15276677837714,11.132482430447885,50.195998237352036,137.26288937829952,42.233498794027035,165.59563632093648
k_45d33f71_1,decline,컴퓨터 및 주변기기,ok,93.33098754440383,100.0,183.68318972990627,133.33333333333331,116.35443577312094,100.0
k_392e0502_1,decline,화장품,ok,10.78750083545645,80.10896999984698,136.74514247530496,152.3994774842783,73.4551673230892,149.34995791776248
k_5882820e_1,decline,가구,ok,97.69430998839792,100.0,191.37391246935042,133.33333333333331,98.02727765314808,100.0
k_2a1348e9_1,decline,가구,ok,376.64826044577364,,103.95501570179648,200.0,197.5638410345048,
k_35fb5114_0,decline,애완용품,ok,21.190005313581306,15.601444095441908,141.23371397694797,16.758793155367815,102.14847360821327,15.547891138162337
k_46ef1a25_1,decline,생활용품,ok,16.2619787990852,84.94547919129248,138.3463824414533,169.1448124402704,69.17358675423502,98.5334704324617
k_a3082f44_1,decline,자동차 및 자동차용품,ok,93.86781752192499,,118.76728059292256,133.33333333333331,89.15335084197204,
k_f4db9b37_0,decline,가방,ok,23.656499308995297,15.655288103830978,20.024652238444375,78.23363971408445,18.610091247766405,55.71170346187002
k_52562a9f_0,decline,스포츠·레저용품,ok,521.2946597466469,708.804822873294,138.02735607259112,136.0792881295785,401.7288219916938,385.51710317318907
k_01c97ebb_0,decline,컴퓨터 및 주변기기,ok,93.87550808900535,100.0,118.78355490930836,66.66666666666666,97.58195955174195,100.0
k_78744a20_1,decline,가구,ok,87.83785581177182,100.0,173.91307448811938,133.33333333333331,127.24055944303541,100.28942469450075
k_2dee2ce6_1,decline,화장품,ok,,22.156812363150987,200.0,26.34146761709309,,25.557224551158285
k_2a1348e9_0,decline,가구,ok,3354.18572389477,,119.76014356815377,200.0,375.5349938153191,
k_1660ad78_0,decline,컴퓨터 및 주변기기,ok,87.29023980518045,92.08091259665116,172.9765400572748,115.10310271707087,95.43274657605392,91.58003170637728
k_adcf5047_1,decline,스포츠·레저용품,ok,63.03814337520043,100.0,71.80768002321473,133.33333333333331,66.59913392732443,100.0
k_57989161_0,decline,서적,ok,9.477100820044173,18.83568395054959,136.34944687921939,140.2646777103751,143.0259482512764,153.32768619341738
k_49e7217c_0,decline,생활용품,ok,96.90595194612838,100.0,154.6194924143619,133.33333333333331,123.89219256335188,213.9573385621606
k_6a51fc55_1,decline,가전·전자,ok,18.764532117299403,57.40269291585736,81.7738448154078,120.93885701929075,50.310572974838166,87.41557934935607
k_35fb5114_1,decline,애완용품,ok,11.693136679337707,30.55302632378983,137.47307859562744,40.64997370518075,152.3289012219415,33.657149411691904
k_9cea4682_1,decline,사무·문구,ok,75.02728586235298,,80.04813156051739,66.66666666666666,75.0822553657424,
k_04aba032_1,decline,화장품,ok,100.0,57.41859788745839,200.0,160.1804990163383,237.37050973383455,231.37417294551472
k_c53bcd3b_0,decline,생활용품,ok,99.4295443650178,100.0,131.82927824077166,133.33333333333331,99.10803186762328,100.0
k_bc302730_0,decline,통신기기,ok,68.10998495718434,352.34964283289787,110.02990657707335,175.86070072400307,74.64218907376556,1048.414444776599
k_700f03c2_1,decline,애완용품,ok,100.0,100.0,200.0,133.33333333333331,100.0,100.0
k_28ea411b_1,decline,생활용품,ok,100.0,91.00764289955303,200.0,178.32807087436507,227.25931521892812,96.54695060337986
k_6288c69c_0,decline,아동·유아용품,ok,10.382198620087776,1131.4025580312045,136.98355272009735,131.6829029252736,204.30017730338002,92.76815615081956
k_33cbda87_1,decline,생활용품,ok,88.18302573600172,61.43545093363879,185.90914680973978,162.89137510163403,170.0659786892059,118.22665620678275
k_ab9db4cf_0,decline,음·식료품,ok,44.08543325048646,62.32817618381414,104.71345686662521,112.92725195456113,54.99081626213069,75.54719134425002
