policy,n,completion_rate,mean_burden,mean_household_violation_months,household_safe_rate,mean_violation_amount,mean_violation_ratio_max,p95_violation_ratio_max,max_violation_ratio_max
PPO_base,81,50.617283950617285,0.06458961388717487,1.7654320987654322,30.864197530864196,306.0561679629954,1.6123543683142827,4.148259531176877,5.804434428562027
PPO_x1_only,81,44.44444444444444,0.007827570806884432,2.308641975308642,33.33333333333333,37.55216984430302,0.12790889439619577,0.29518349917550407,0.2986221478806672
Fixed-0.15,81,100.0,0.10007821967283788,6.617283950617284,0.0,2023.3469612602537,2.5865991024801844,4.225387292449829,6.072784254959851
CVaR,81,100.0,0.050073705490570546,9.493827160493828,0.0,1210.8316443859605,0.9901646432329579,1.0213889937865366,1.0601743463241389
PPO_v2,81,44.44444444444444,0.007827570806884432,2.308641975308642,33.33333333333333,37.55216984430302,0.12790889439619577,0.29518349917550407,0.2986221478806672
PPO_v2b,81,65.4320987654321,0.13077060574342841,1.8641975308641976,27.160493827160494,860.4513993245179,2.9396201591693587,6.72251419485122,9.19669481465954
