policy,subset,n,completion_rate,mean_burden,household_safe_rate,mean_violation_amount,mean_violation_ratio_max,p95_violation_ratio_max,max_violation_ratio_max
SAC,R_p10,81,97.53086419753086,0.1726058655626166,1.2345679012345678,2323.735060874431,4.496115379870102,7.714505707630798,8.822939458028412
SAC,R_mean,160,91.25,0.17970333084537024,6.875000000000001,2271.011347137473,3.5416241912282773,6.6252759102177095,13.200649523753343
