seller_id,active_cv,active_trend_slope,active_trend_r2,seasonality_strength,active_zero_ratio,global_zero_ratio,log_avg_active_rev,spike_ratio,active_months_ratio,n_active,mean_active_rev,cluster,seller_type,pca1,pca2,dist_to_center
062ce95fa2ad4dfaedfc79260130565f,0.8490981989874362,-0.0028820312604110818,7.680513835681187e-05,0.9999999999858279,0.0,0.625,6.72384579543289,2.876736505694682,0.375,9,831.0111111111111,1,계절형 (Seasonal),-0.7200121803006182,0.6065808728447823,1.1367191293564234
06532f10282704ef4c69168b914b77be,1.012046513313872,-0.27201132629585956,0.21069771627533973,0.9999999999939677,0.16666666666666666,0.7916666666666666,7.401836494329847,3.070833693681363,0.20833333333333334,6,1637.9916666666668,1,계절형 (Seasonal),-0.2588162378775877,-0.03927305338643645,1.9941845660212787
06579cb253ecd5a3a12a9e6eb6bf8f47,0.5788665931884053,-0.06861963514775116,0.19672876751058965,0.8780099561416838,0.0,0.4583333333333333,5.86894917775689,2.3209225268557963,0.5416666666666666,13,352.8769230769231,1,계절형 (Seasonal),-1.1738363302899844,1.0826733512728584,1.69327776315567
066a6914e1ebf3ea95a216c73a986b91,1.1804047860305722,-0.040309787293303936,0.05131115209398991,0.7176970081252552,0.17391304347826086,0.20833333333333334,5.967191900667307,4.552014318167947,0.7916666666666666,23,389.4078260869565,2,안정형 (Stable),1.0204430959046584,3.00754610978301,1.608173386659612
0691148aee60ca47977c187804f935ae,0.9495516363685061,0.018237967894384303,0.0030434745129904466,0.9999999999820546,0.0,0.5833333333333334,6.376473514426533,3.5478170778690368,0.4166666666666667,10,586.8509999999999,1,계절형 (Seasonal),-0.27948769982747673,0.7287989973737846,1.3232305356402887
0692610d8abe24f287e9fae90ea0bbee,0.5210430197229765,-0.3320018391289151,0.2706715161616751,0.9999999996690797,0.0,0.875,4.077480945134552,1.6466463587022278,0.125,3,57.99666666666667,1,계절형 (Seasonal),-1.0222313370884515,-1.5412592156852958,2.5102202734329944
06a2c3af7b3aee5d69171b0e14f0ee87,0.6301516732653385,0.24276008162808976,0.7791546475505906,0.9999999999964831,0.0,0.6666666666666666,8.41477223989206,1.9704437755199147,0.3333333333333333,8,4512.2474999999995,3,성장형 (Growth),-2.4627009218959115,-0.0022506048513337255,2.5820656180589863
06bb3a2fe5e7b7a845b13e8fb91bd944,0.8296876536014274,-0.11906990670874196,0.20595615326359135,0.9999999999136956,0.09090909090909091,0.5833333333333334,4.946300388591251,2.994551455009211,0.4166666666666667,11,139.65363636363637,1,계절형 (Seasonal),-0.19923248460372972,-0.08003144545120135,1.1330483541607288
06df0c10d34e459d9672bc77388742eb,0.5321156387404194,-0.043320207906470405,0.019331066596844942,0.9999999999875681,0.0,0.75,7.321629376671678,1.780154355004762,0.25,6,1511.6666666666667,1,계절형 (Seasonal),-1.6475803397130877,0.1843354859932908,1.6386712651819886
06e5eefc71ec47ae763c5c6f8db7064f,0.8201333186725823,0.1358978981146139,0.6589732863279922,0.5176245327868187,0.058823529411764705,0.3333333333333333,7.150270915095416,2.4064762407848104,0.6666666666666666,17,1273.4511764705883,2,안정형 (Stable),-1.1502649261014517,2.8848675829561583,2.816258529721345
07017df32dc5f2f1d2801e579548d620,2.4513413786208047,-0.20390777148411743,0.16606236009589462,0.5741157557644703,0.8235294117647058,0.875,4.037348764917152,9.330610992629394,0.125,17,55.67588235294118,0,불안정형 (Volatile),6.8771340736015265,1.003804835810936,5.220636893207417
070d165398b553f3b4b851c216b8a358,0.8083529336111397,0.13247084820925303,0.3759816352042004,1.0404106685643049,0.07692307692307693,0.5,5.550622329728256,2.6125040125947296,0.5,13,256.3976923076923,1,계절형 (Seasonal),-0.8075428538722774,-0.005860921988075677,1.6035065767248873
0725b8c0f3f906e58f70cbe76b7c748c,2.282312541673097,0.02277400447872734,0.0033107029783637793,0.6027766192706958,0.65,0.7083333333333334,4.692044886971314,8.612550426680064,0.2916666666666667,20,108.076,0,불안정형 (Volatile),5.80415442475247,1.8259423975209217,4.31014237162251
0747d5bb69f0586cc869d8af4c50f93e,0.8871741562726079,-0.04186802972810371,0.01484759197887174,0.999999999685732,0.3333333333333333,0.75,3.6073078004201244,2.5232342000399908,0.25,9,35.86666666666666,1,계절형 (Seasonal),0.8841653036073582,-1.0278963658659783,2.162865235231098
0761743cbffb25d7148189e9f1a5f03a,1.1302295675422378,-0.6786069650615908,0.4506229533608478,0.999999999853271,0.25,0.875,4.115779842942166,2.9154228850886525,0.125,4,60.3,1,계절형 (Seasonal),0.7658427458808718,-1.670372493216807,3.774764626595189
077c5fae4bea9500e3737b16f71b9d3a,2.382552408610353,0.36159346237848755,0.19002474707038358,0.9999999996070056,0.6,0.8333333333333334,2.457877977400081,8.089887632874635,0.16666666666666666,10,10.680000000000001,0,불안정형 (Volatile),5.653154257385734,-1.1486565477334774,3.9845626001573473
0791d9fc1e30678ecf03d3e55fa108d3,0.44631569829996126,-0.13895486935371892,0.06462074434940238,0.9999999999201699,0.0,0.875,5.640724338689064,1.610451306355922,0.125,3,280.6666666666667,1,계절형 (Seasonal),-1.3768073422810394,-0.8337421011268004,1.6166827167442146
079d295dcbf06ee8bb1b65ba964eb2b6,0.8488643387270022,-0.07944460348587651,0.005839302398006851,0.9999999998988225,0.0,0.875,4.765870796679082,2.19696535910132,0.125,3,116.43333333333334,1,계절형 (Seasonal),-0.3726053842156108,-0.9210305759646676,1.5331385268526139
07bf9669d84d1f11be443a9dd938f698,1.3429468375876457,0.033068362477148054,0.012884473351916708,0.9710899112504207,0.375,0.5833333333333334,4.718498871295094,4.756756756328221,0.4166666666666667,16,111.0,0,불안정형 (Volatile),2.071652519967125,0.2938562397283566,1.2609750950184457
07de60b03d150fb3ea09eab5da5e4c8b,1.0294468631222695,0.0761666368590394,0.0287396181575755,0.9999999998919321,0.375,0.7916666666666666,4.509622477976175,3.1995549989487353,0.20833333333333334,8,89.88750000000002,0,불안정형 (Volatile),1.1808162519622918,-0.8238917949293302,1.8577963492227578
080102cd0a76b09e0dcf55fcacc60e05,0.770808589226049,0.16756680821543957,0.7679558786329667,0.7063905562710056,0.07142857142857142,0.4583333333333333,5.996212187776885,2.7522329023927536,0.5416666666666666,14,400.9035714285714,2,안정형 (Stable),-0.9922545330745833,1.2396284712448824,2.7802266139609735
080199a181c46c657dc5aa235411be3b,0.6637514004806955,-0.06725939908548594,0.12236292680020296,0.9999999999875353,0.0,0.5,7.098113896350294,2.079006080980028,0.5,12,1208.6833333333334,1,계절형 (Seasonal),-1.4896477212800068,0.879333092317041,1.5535748462195274
