seller_id,type,mape_val,mape_test,status
k_973f2178_0,other,19.041266825481763,6.391524048049827,ok
k_e7d5b006_0,other,19.18316242301498,16.916121404849626,ok
k_9b522ba7_0,other,49.3512804022656,1.2015897354244183,ok
k_28ea411b_1,other,73.1009845973382,37.33878723368997,ok
k_404e1ba0_0,other,119.06557622906627,15.62917383978438,ok
k_0b18d63d_1,other,64.31914362041914,84.2723823842599,ok
k_78744a20_1,other,124.05247231720237,20.097625074345565,ok
k_86bb7c4b_0,other,4.198584568280948,48.99691826044136,ok
k_adcf5047_1,other,162.60007877427336,,ok
k_5236605f_0,other,120.62197435570741,63.53985941730076,ok
k_888faa8b_0,other,36.21754334787518,23.288885856945395,ok
k_b37c4c02_1,other,316.7052950863698,24.142007192656692,ok
k_11305281_0,other,448.0095216885248,44.136345660808715,ok
k_659e8466_1,other,44.15651444939404,65.33078710026236,ok
k_c53bcd3b_0,other,68.90361404911701,65.85852274659698,ok
k_e5e33c0d_1,other,44.48988777198549,57.70999132000861,ok
k_eec3469d_0,other,82.45971521259747,79.77684404230934,ok
k_e5e33c0d_0,other,278.2760309713956,544.8839957516805,ok
k_f25e2390_1,other,30.30782457454088,19.65475378161244,ok
k_acb6c2ca_1,other,75.83398162819799,64.30662843618434,ok
k_31ae0774_1,other,29.592119889197775,14.165312983202305,ok
k_49e7217c_1,other,42.46371517460024,45.4905738984299,ok
k_57989161_0,other,25.361813984758598,30.18752593218892,ok
k_eba88037_0,other,42.34062062079848,43.50933933285054,ok
k_a1544b9e_0,other,33.85035556720955,80.69076360222121,ok
k_38874e32_1,other,114.4584207834812,75.44373130809441,ok
k_49e7217c_0,other,37.88134710925175,75.39294130632982,ok
k_cf2384dd_1,other,17.279423965619927,14.116279482158028,ok
k_6f229cc5_0,other,51.47371245814503,28.7255193119295,ok
k_52d76513_1,other,54.034532720991066,46.51830445623801,ok
k_538caafd_1,other,61.784623449833745,107.3581792820978,ok
k_fce62094_0,other,34.8547233740975,415.1307662777274,ok
k_9d489893_1,other,16.414639827912396,94.26394283131498,ok
k_07017df3_1,other,9.207228827418929,152.8028925294429,ok
k_bb135bac_1,other,58.91625263076945,44.672041993572556,ok
k_79ed7553_0,seasonal,61.83596875485661,57.731140250156685,ok
k_46ef1a25_0,seasonal,25.083410459286615,33.54361388300959,ok
k_f44b6f77_1,seasonal,18.946153882367856,13.42972513492021,ok
k_6c12e406_1,seasonal,1299.4211648752857,1586.9265971565646,ok
k_dbbcfe2c_1,seasonal,74.22305634356974,14.45872267240595,ok
k_cd843d4c_0,seasonal,56.201535222368584,11.985475032372683,ok
k_17908cf9_0,seasonal,40.45662016853311,53.530940779189386,ok
k_0725b8c0_1,seasonal,197.90093567127772,303.5440721220116,ok
k_9d489893_0,seasonal,164.13614217517681,91.39175666000747,ok
k_eb3071b9_1,seasonal,49.876256462973465,45.23899549477334,ok
k_f435898e_0,seasonal,291.922394228863,363.6235010074874,ok
k_c53bcd3b_1,seasonal,70.07624483491564,,ok
k_91f0eec2_0,seasonal,26.95867456871259,77.01944629165749,ok
k_184a67a8_0,seasonal,24.283033279005096,62.968433527786274,ok
k_6c12e406_0,seasonal,71.21180143750175,1756.9638177754491,ok
k_ce27a3cc_1,seasonal,41.116804002967086,37.36128789718386,ok
k_d6b664fa_0,seasonal,,14.481717574411377,ok
k_1f7fd2a6_1,seasonal,,,ok
k_6288c69c_1,seasonal,79.0386097543676,118.40946523459188,ok
k_afa6714a_0,seasonal,60.531656710267725,57.26191069678206,ok
k_edd066cd_0,seasonal,43.23607142127123,29.135555044433588,ok
k_2a1348e9_1,seasonal,438.1948296941625,,ok
k_acb6c2ca_0,seasonal,84.65279448703637,108.81180737689759,ok
k_96163520_0,seasonal,123.6673659707771,169.7263397067473,ok
k_5ee7fd21_1,seasonal,32.2321510261124,45.29102276042822,ok
k_ac641731_1,seasonal,110.16970351005999,,ok
k_33cbda87_0,seasonal,3.0899077962234274,36.27225057399557,ok
k_4bf2f4ee_0,seasonal,51.62213135274168,136.60509165919225,ok
k_70b52a4c_0,seasonal,117.5898422436973,,ok
k_76c47a29_0,seasonal,53.87657658706245,197.21766700180578,ok
k_1d2732ef_1,seasonal,128.98836429180852,144.5118368067876,ok
