seller_id,type,mape_val,mape_test,smape_val,smape_test,wape_val,wape_test
k_12863947_1,stable,22.32472573967054,34.11869388507827,29.104496540108265,26.600473640090645,28.15018775583778,23.57896330350156
k_12b9676b_0,stable,38.93491404477369,42.46153923126233,52.709613474683735,54.6640806393344,48.85225229719213,43.342459841271136
k_12b9676b_1,stable,42.00245646312719,39.32158730207494,56.01395955295377,49.14173920923166,44.385748222797936,39.761833330158794
k_1336efc6_0,stable,35.3758019485114,47.821903491550394,47.16437071884953,63.02081034988277,41.74854889067445,48.222264523408654
k_1336efc6_1,stable,48.23434894869334,42.90825763332746,65.018591376929,55.23415243347552,49.45982714565319,43.98283891453975
k_1354d516_0,stable,27.256987780640234,43.07934025016304,35.755885115378106,54.93635598542185,32.09969487258309,43.12186649852164
k_1354d516_1,stable,25.39445655550791,35.27224006550269,30.143628232602186,43.201674733042225,27.411116895957427,35.76862791249536
k_13d058e4_0,stable,53.2079405095796,43.45533056483674,115.96327226161607,87.38496288724484,73.63017098809068,99.53714909902986
k_13d058e4_1,stable,42.33660035437159,38.837666072029506,57.091155458818236,102.28222542179739,47.26668756770623,77.70522600891596
k_1430239a_0,stable,43.385797481808716,40.60915474063277,55.97812366640994,101.82689468646788,44.64597749411821,70.8635885310939
k_1430239a_1,stable,39.30023178673144,48.91732106549523,51.059694987725365,66.17268959892621,41.265032550872775,51.996211334305265
k_1464afc7_0,stable,46.07535894733323,52.043528441850526,106.66524671188276,70.49754454151876,69.37188122380029,52.45630022974774
k_1464afc7_1,stable,61.853051271803196,55.95107304487852,126.45310148858864,80.5790277362659,86.7035019246328,60.78040578710956
k_14d79857_0,stable,48.92233757850188,55.23820888146539,65.57079775932749,118.15693247277402,51.43681795636459,80.81382475378993
k_14d79857_1,stable,51.618048085010535,31.54007463593263,69.66596559642517,45.36004999302526,51.93282047652513,47.30800631294295
k_1554a685_0,stable,47.74425123131043,38.84388895657412,63.897171309883646,48.30959846496059,49.05362867850982,38.95384619985477
k_1554a685_1,growth,23.156254443357906,25.781383807106728,27.106080969662123,29.852352650204473,23.0414507446775,26.363719834475884
k_16090f2c_0,growth,45.62051478946946,38.99721410441243,59.509561981546554,49.405401782356414,45.8630572095916,40.29602101050217
k_16090f2c_1,growth,49.52799947317158,27.58977762202033,65.97443268164433,32.630969232455165,49.47332023867057,28.750391055223375
k_165fc07b_0,stable,1997.1144724441522,,193.93143438789477,200.0,5281.349396464045,
k_165fc07b_1,stable,1312.1023785612067,,191.1822549039171,200.0,3608.8970541246426,
k_1660ad78_0,stable,130.1096314242392,55.96811122587839,68.7445737398916,109.57384696310679,52.73095877893811,87.35438874559527
k_1660ad78_1,stable,58.630662569400904,48.221564588462954,123.56322431816518,154.51401663559272,86.62451838572657,154.41488539983405
k_17306570_0,stable,30.71166957323942,36.46348800805998,92.83806710643506,36.3397405776136,66.61788443680824,35.27907972247369
k_17306570_1,stable,89.84316833794497,42.63547260759204,90.74103753674792,57.67661671996086,73.08601210649917,48.11128259129854
k_1771297a_0,decline,58.37211531654738,42.446509824833534,100.42615354404167,38.04625797616264,102.8965452410564,38.43916790038786
k_1771297a_1,stable,44.329048802968515,342.98642910226727,32.88098270979483,175.44444461461464,40.33346560967942,1247.8861177545296
k_1782ce2d_0,stable,44.44547999351287,25.15365805438324,102.11314511617313,142.92410039370716,86.94408863007378,169.40643029354075
k_1782ce2d_1,seasonal,39.15821851700666,,106.35573405149188,200.0,74.98440247954282,
k_17908cf9_0,seasonal,55.93470432445646,68.34373966919608,159.21729290049598,167.9404936752081,140.13227361554192,142.2651303985626
k_17908cf9_1,stable,27.117556388924154,57.56954780321912,89.48758873242201,160.27960636942134,66.50297451294153,136.2023512115817
k_17a053fc_0,growth,31.145348614511853,34.39266047805831,37.64242823356903,41.88691952699119,31.684233862687073,35.27417442344273
k_17a053fc_1,stable,43.81761575559642,45.78017729942355,57.79639297327147,60.76345928965859,45.707011609463784,48.07687607178644
k_17ca9b9e_0,stable,30.66659995615975,38.737107865715785,48.5789719222147,48.242708583975045,54.1833684187999,38.992746037373955
k_17ca9b9e_1,stable,21.515180675856172,51.53062630459326,27.63592628255494,72.12118731311709,26.076965489686444,55.580364843823226
k_17e34d82_0,stable,40.314273534826306,39.611196273077475,59.88216304252344,49.45261771396175,56.71754342845989,44.6745779707537
k_17e34d82_1,stable,38.7217923815362,41.215522122100644,49.489255688848274,53.70697979112686,39.56507897104267,44.881412936536584
k_17f51e71_0,stable,30.190683937963165,28.35063583956806,37.94975603928898,33.87714752671152,32.37257770566935,30.131487279769374
k_17f51e71_1,stable,15.235474136405927,33.751015474625866,16.737566563859545,40.64267424004518,15.810953794830795,33.8936010524295
k_1835b56c_0,stable,44.87726740689874,42.256945100112326,59.16264700963053,53.62571048397323,46.06653926209822,42.4235782561592
k_1835b56c_1,stable,42.01088611755406,45.995576755088244,53.83073590610837,60.344357358680654,42.017296497071804,46.69019644982072
k_1838dd9b_0,stable,26.89265508691765,46.70035965265438,31.676159346375133,62.476845243405755,27.736528520731373,48.9845095489958
k_1838dd9b_1,stable,45.73796070548011,41.702345761171216,59.84886228845888,52.804329442295824,46.21216781262099,41.87068785524312
k_184a67a8_0,seasonal,41.90446792505606,74.4503327185675,58.19755455119731,145.73565320920198,51.83033881934025,87.15696612627106
k_184a67a8_1,other,59.949614914857506,69.93652331737769,125.16641465885894,169.18071344913892,86.52751463416851,128.24468966166046
k_18a349e7_0,growth,35.74523757098504,47.82012035776312,44.59211860676155,62.90185975662337,37.10617127718426,48.024952014371486
k_18a349e7_1,stable,46.93154150378463,68.53435482342259,61.60074613624995,109.11757444058361,47.25212545817391,76.81241997274914
k_1900267e_0,stable,53.90079941273069,53.6772074125934,74.2313931348094,73.44281395269257,53.83978255074086,53.90499294436491
k_1900267e_1,stable,52.1966478811056,31.562006592272567,70.9805624539151,37.77762931897492,52.25029910022921,32.043978055123006
k_1a3df491_0,stable,15.697473576548946,35.73269234620013,18.645570192654954,44.029026754480746,16.448232581392887,36.949428403729605
k_1a3df491_1,stable,38.92419437041816,32.744144911868474,51.09831759459996,42.283750592411046,41.058063735888915,38.7563268796233
k_1b4c3a6f_0,stable,40.00701650845758,40.78090194813187,100.84758840926318,52.4804443730142,68.86700339843973,42.96743211554326
k_1b4c3a6f_1,stable,40.095096263186555,28.72813424592522,47.84836466412742,31.50014310892328,43.39295005428502,29.415926683311433
k_1b7e5006_0,decline,52.72142464914188,718.0221994076322,116.97141498842865,185.47602297424086,83.675640677426,2394.1153783157583
k_1b7e5006_1,stable,11.794371916017695,300.3775714091793,73.97418385772542,98.95569803970736,64.70946553382716,103.28223583692588
k_1b938a7e_0,stable,47.8433616309561,38.210745823566135,108.85238645916661,50.78130144043552,81.71562638107297,44.52967473864265
k_1b938a7e_1,stable,41.16134864978385,40.08509195847678,101.53331772276395,104.07478712646598,70.47171484896484,74.08378106464009
