#{"t_start": 1779091296.1680708, "env_id": "None"}
r,l,t
-19.752475,16,10.046674
-18.111414,24,10.049089
-16.304249,14,10.050544
-18.090813,15,10.052093
-20.792524,17,10.053833
-16.562152,15,10.055382
-13.231119,15,10.057164
-27.778094,22,10.059505
-13.611377,15,10.061129
-20.333046,16,10.062828
-21.294442,16,10.064525
-5.471238,12,10.065823
-5.471238,12,10.067125
-17.804467,14,10.068614
-7.128756,20,10.070686
-19.589875,15,10.072271
-19.533595,15,10.073858
-11.895958,14,10.075341
-18.080992,15,10.076936
-13.947477,17,10.078714
-21.281857,16,10.080403
-21.492236,24,10.082873
-7.8,24,10.085323
-19.608546,15,10.086898
-20.032477,17,10.088656
-16.16033,13,10.090043
-12.783084,11,10.091225
-18.414365,17,10.092994
-16.607674,15,10.094581
-16.810637,16,10.096252
-19.604666,15,10.097838
-7.847739,11,10.099014
-20.662439,17,10.100808
-11.95114,15,10.102391
-16.380266,14,10.103887
-3.921449,7,10.104686
-17.581237,15,10.106259
-18.26187,16,10.107929
-16.131315,13,10.10931
-8.645213,13,10.110686
-19.172059,15,10.112255
-19.588053,15,10.113827
-19.701256,16,10.1155
-12.247085,16,10.11717
-20.193181,18,10.11902
-7.659543,8,10.119893
-16.553188,15,10.121448
-17.63142,15,10.123016
-29.958134,24,10.125469
-21.28073,16,10.127143
-15.31392,16,10.128821
-20.432234,16,10.130495
-20.85863,16,10.132161
-11.680357,13,10.133536
-30.290498,24,10.135978
-7.588222,15,10.137553
-17.726978,14,10.139022
-21.187946,24,10.141491
-13.12931,13,10.142855
-19.571873,15,10.144417
-14.584692,13,10.145815
-17.868064,14,10.147286
-21.397379,20,10.149337
-29.129399,24,10.15179
-19.57603,15,10.153346
-8.316895,12,10.15462
-19.562932,15,10.156185
-15.966401,19,10.158137
-18.236489,15,10.159707
-4.945267,11,10.160887
-18.739169,18,10.162755
-19.520721,15,10.164352
-20.684655,17,10.166125
-8.289631,11,10.167295
-16.564448,15,10.168856
-19.180762,15,10.170419
-19.409247,15,10.171984
-15.070733,15,10.17354
-19.622856,15,10.175087
-11.684047,13,10.176463
-13.155951,13,10.177842
-9.954691,12,10.179109
-16.200983,13,10.180482
-11.881253,16,10.182139
-14.906975,14,10.183617
-10.384082,14,10.185088
-12.189607,18,10.186954
-18.317456,16,10.188634
-10.675741,12,10.189912
-16.145519,13,10.191282
-12.213411,16,10.19296
-17.126848,18,10.194836
-20.801193,16,10.196496
-17.909122,14,10.197967
-19.694869,16,10.199642
-16.398053,14,10.201102
-8.201544,11,10.202276
-21.633254,20,10.204317
-16.396557,14,10.205796
-16.179721,13,10.207169
-20.212681,18,10.209035
-19.712667,16,10.210704
-23.796198,19,10.431096
-25.384607,24,10.433686
-13.501999,18,10.435555
-19.799916,16,10.437211
-9.680536,18,10.439066
-13.114775,13,10.440436
-14.853236,14,10.441914
-13.587079,15,10.443609
-11.343367,24,10.446054
-18.631953,18,10.447865
-17.466222,14,10.449301
-16.090346,13,10.450629
-16.618571,15,10.452174
-19.581963,15,10.453693
-17.611315,15,10.455222
-12.902631,14,10.456661
-15.295509,16,10.458266
-19.553143,15,10.459797
-19.409859,15,10.461315
-13.502025,17,10.46304
-13.804191,16,10.464641
-19.558949,15,10.466159
-19.271625,15,10.46767
-19.634837,16,10.469303
-21.281857,16,10.470978
-19.702179,16,10.472636
-17.714473,14,10.474103
-18.303772,17,10.475852
-12.770271,11,10.477012
-19.558949,15,10.478557
-14.548173,17,10.480293
-19.501071,15,10.481853
-17.526078,15,10.4834
-10.185173,13,10.484766
-30.78767,24,10.487245
-16.3872,14,10.488711
-14.705908,13,10.490071
-14.84931,18,10.491924
-19.617152,15,10.493493
-21.325198,16,10.495175
-16.584172,15,10.497136
-19.280566,15,10.49873
-11.058881,20,10.500791
-22.522866,17,10.502502
-18.051752,15,10.504049
-21.643397,21,10.506189
-19.518,15,10.50771
-6.74591,11,10.508862
-17.864754,14,10.510533
-22.161141,18,10.512422
-20.159452,24,10.514869
-19.518613,15,10.51643
-13.616106,15,10.518025
-19.527294,15,10.519604
-10.86249,19,10.521549
-16.407711,14,10.523096
-10.824252,24,10.525594
-21.304648,16,10.527257
-12.845464,20,10.529306
-19.562932,15,10.530876
-13.367826,14,10.532358
-19.58263,15,10.533917
-7.931689,14,10.535368
-7.659543,8,10.536359
-14.10636,23,10.538712
-13.487936,17,10.540477
-29.681535,24,10.542919
-19.189566,15,10.544525
-19.772414,16,10.546181
-19.432628,15,10.547735
-11.535316,13,10.549188
-17.90779,16,10.551117
-17.882414,14,10.552663
-7.494078,15,10.554246
-16.129994,13,10.555633
-13.110566,20,10.557723
-16.537234,15,10.559304
-18.906804,15,10.560881
-17.889113,14,10.562387
-19.385941,16,10.564187
-13.382361,14,10.565684
-24.081391,18,10.567567
-16.480587,15,10.569156
-16.196748,13,10.570545
-14.314678,12,10.571901
-18.068138,15,10.573496
-16.304249,14,10.574946
-11.895958,14,10.576504
-19.773688,16,10.578347
-16.195198,13,10.579733
-19.605923,15,10.581305
-20.769972,17,10.583076
-18.237732,16,10.584772
-12.783084,11,10.585957
-16.802472,16,10.587629
-7.602087,8,10.588513
-18.953961,19,10.590514
-15.53639,14,10.591977
-19.585553,15,10.593548
-18.995603,15,10.595112
-6.895023,12,10.596392
-16.943469,17,10.598156
-20.91099,16,10.599832
-20.983168,17,10.601604
-22.895596,24,10.604106
-21.281857,16,10.60577
-13.730728,16,10.607407
-11.232267,11,10.608557
-10.998203,17,10.610274
-7.8,24,10.612645
-17.503256,14,10.614081
-12.417814,17,10.615819
-20.863421,16,10.617427
-12.680812,11,10.618559
-16.000061,13,10.619885
-16.540968,15,10.621403
-6.778505,11,10.622534
-17.885898,14,10.623963
-18.789301,18,10.625771
-9.870501,21,10.627838
-16.602259,15,10.629367
-15.006305,15,10.630882
-17.882984,14,10.6323
-19.806155,16,10.633914
-16.378513,14,10.635334
-7.45565,17,10.637045
-22.976986,17,10.638747
-14.841305,14,10.707892
-13.951323,23,10.710339
-14.763695,15,10.711999
-8.437497,22,10.936956
-16.311479,14,10.93847
-7.938841,12,10.939732
-14.613864,13,10.941077
-20.758404,16,10.942707
-19.586276,15,10.94426
-17.739071,15,10.945806
-17.726978,14,10.947223
-12.069679,15,10.948758
-19.700329,16,10.95038
-17.038365,17,10.952099
-22.986264,17,10.953804
-21.594117,17,10.955516
-23.359549,24,10.957862
-14.682736,13,10.95919
-14.884973,14,10.960602
-15.104739,15,10.962128
-19.183197,15,10.963883
-27.204774,24,10.966409
-16.804066,16,10.968126
-14.158128,18,10.969981
-15.921983,14,10.971457
-16.348315,16,10.973116
-20.0097,18,10.974973
-19.599134,15,10.976545
-18.299919,16,10.978201
-10.326549,14,10.979645
-11.97584,15,10.981215
-20.97978,16,10.982848
-17.094524,24,10.985262
-22.332161,24,10.98769
-8.6373,15,10.989252
-18.859822,15,10.990878
-9.785458,11,10.992168
-19.612845,15,10.993751
-19.595957,15,10.995314
-16.378732,14,10.996752
-12.037765,15,10.998338
-10.132322,13,10.999698
-17.579732,14,11.001148
-19.188064,16,11.002866
-20.238666,24,11.005304
-14.841305,14,11.006747
-7.659543,8,11.007605
-15.286145,16,11.009226
-19.613406,22,11.011449
-11.879388,14,11.012878
-18.271963,17,11.014598
-16.537234,15,11.016183
-17.080708,15,11.017751
-23.019073,17,11.019511
-16.431681,15,11.021052
-16.547537,15,11.022622
-19.429715,15,11.024156
-12.683357,11,11.02531
-22.13699,17,11.027057
-21.774156,17,11.028809
-17.83012,14,11.030288
-14.566866,13,11.031622
-16.403727,17,11.033337
-16.540968,15,11.034852
-10.510058,15,11.036374
-19.352419,16,11.037976
-16.751119,16,11.039588
-14.635861,13,11.040919
-14.566866,13,11.042248
-11.588817,13,11.043731
-13.110431,17,11.045523
-17.906258,14,11.04701
-18.069119,15,11.048571
-11.203845,18,11.050439
-5.471238,12,11.051723
-21.380143,24,11.054166
-19.608546,15,11.055703
-19.818441,16,11.05734
-11.682279,13,11.058693
-17.874995,14,11.060146
-19.595386,15,11.061696
-22.539847,17,11.063428
-19.592208,15,11.064959
-18.993776,17,11.066684
-19.54631,15,11.068219
-21.519178,17,11.06996
-27.410514,23,11.07225
-16.179721,13,11.073607
-16.588821,15,11.075141
-18.112837,15,11.076676
-29.907238,24,11.079078
-16.564448,15,11.080611
-13.391151,14,11.082057
-24.579654,19,11.084047
-13.155951,13,11.085414
-11.135994,11,11.086566
-19.608135,15,11.088131
-16.618571,15,11.089659
-13.622391,15,11.091195
-18.574277,15,11.092744
-21.303162,16,11.094379
-10.110088,13,11.095751
-6.092311,17,11.097493
-18.074038,15,11.09903
-9.958887,12,11.100273
-15.507444,18,11.102093
-9.292181,24,11.10445
-19.624939,15,11.105981
-8.593278,24,11.108344
-20.571323,16,11.109945
-14.888718,14,11.111359
-14.370955,12,11.112571
-18.078517,15,11.114099
-17.863188,14,11.115517
-18.258887,16,11.117124
-19.488409,15,11.118623
-23.352828,24,11.120974
-16.691659,16,11.122575
-6.647377,11,11.123723
-8.138905,12,11.124946
-16.19655,13,11.126283
-14.03576,17,11.127971
-19.806919,16,11.12957
-17.899782,14,11.131014
-21.50333,19,11.132884
-16.612235,15,11.134382
-19.749268,18,11.136198
-18.246922,16,11.137865
-21.319721,17,11.139612
-13.622391,15,11.141163
-21.494686,17,11.142908
-7.01923,14,11.144359
-19.606143,15,11.373779
-17.901309,14,11.375398
-19.585072,15,11.377111
-18.074038,15,11.378693
-16.607674,15,11.38025
-26.743618,24,11.382631
-21.293374,16,11.384281
-17.909122,14,11.385722
-12.037239,15,11.387269
-19.61085,15,11.388838
-5.406047,20,11.390963
-26.653749,24,11.393348
-5.687571,7,11.394133
-9.111991,20,11.396142
-8.520025,22,11.398305
-18.284922,16,11.399937
-13.036656,13,11.40127
-11.494558,12,11.402531
-17.558814,14,11.40396
-7.8,24,11.406311
-19.598503,15,11.40783
-8.357071,14,11.409248
-8.176488,11,11.410387
-19.590473,15,11.411915
-16.19655,13,11.413254
-18.284922,16,11.414865
-16.369445,14,11.416551
-14.857121,14,11.418136
-26.302494,24,11.420681
-22.533626,17,11.422453
-20.083487,17,11.424228
-28.445366,23,11.426582
-16.415313,14,11.428069
-19.578496,15,11.429688
-12.828298,14,11.431136
-14.876224,14,11.432567
-19.139184,15,11.434083
-19.890659,17,11.435793
-19.550241,15,11.437311
-14.694159,13,11.438641
-18.698957,18,11.440445
-16.190349,13,11.441769
-16.585597,15,11.443292
-21.125323,16,11.444885
-19.564985,15,11.446418
-24.3347,20,11.448414
-8.566856,20,11.45041
-16.146947,15,11.451918
-28.85517,24,11.454272
-14.524612,13,11.455599
-15.292379,16,11.457334
-17.804425,18,11.459199
-27.419349,21,11.461343
-13.872936,24,11.463737
-23.219861,18,11.465576
-19.585585,16,11.467214
-18.080992,15,11.468764
-12.541575,14,11.470234
-12.486994,24,11.47263
-20.008336,24,11.475018
-13.58933,15,11.476552
-13.93792,16,11.478156
-13.621566,15,11.479664
-21.52342,22,11.481817
-20.92629,19,11.483696
-17.884785,14,11.485102
-19.752475,16,11.486738
-18.921686,18,11.488559
-11.35353,12,11.489795
-15.989311,24,11.49215
-18.698957,18,11.493943
-19.550582,15,11.495461
-21.281857,16,11.497342
-16.523416,24,11.499817
-9.217837,16,11.501466
-16.378728,14,11.502892
-16.152891,13,11.504231
-5.074758,10,11.505285
-17.640816,15,11.50684
-17.890642,14,11.508264
-17.898582,14,11.509695
-19.106294,15,11.5112
-12.903053,19,11.513098
-14.412859,15,11.514609
-21.436996,19,11.516504
-12.069445,18,11.518304
-10.062154,13,11.519631
-18.074883,17,11.521325
-19.712667,16,11.522971
-16.129994,13,11.524317
-19.421181,16,11.525935
-16.38335,14,11.52737
-16.415741,14,11.528796
-21.265081,16,11.530402
-4.015624,7,11.531167
-16.457093,16,11.532779
-22.679385,18,11.534607
-14.782603,14,11.536134
-11.610105,13,11.537563
-16.131597,13,11.538966
-16.406433,14,11.540461
-19.575911,15,11.542085
-18.288396,16,11.543739
-13.391347,14,11.545158
-18.038884,17,11.546867
-19.563464,15,11.548374
-18.213447,16,11.550075
-19.553376,15,11.551605
-19.586432,15,11.553113
-16.152891,13,11.554429
-13.69398,16,11.556024
-12.284546,18,11.557795
-9.432325,20,11.559766
-13.059273,20,11.561731
-19.712667,16,11.563388
-13.621566,15,11.564937
-19.608902,15,11.566458
-17.862835,14,11.567871
-11.032268,10,11.56891
-17.804467,14,11.570324
-23.608472,24,11.572679
-21.569407,20,11.574653
-19.607358,16,11.576333
-16.127059,15,11.578167
-16.415741,14,11.579717
-16.109325,13,11.581098
-17.899782,14,11.58255
-17.895361,14,11.81269
-6.322678,9,11.813764
-13.408534,14,11.815213
-8.289631,11,11.81639
-20.172997,19,11.818598
-19.512518,15,11.820208
-8.210681,13,11.8216
-17.891362,14,11.823084
-7.913576,12,11.824358
-20.833682,16,11.82604
-16.620323,15,11.827607
-19.533106,15,11.829239
-16.195198,13,11.830861
-19.613805,15,11.832499
-19.570522,15,11.834056
-14.74431,14,11.835523
-18.298246,16,11.837138
-12.420105,17,11.838926
-19.61085,15,11.840477
-22.918841,17,11.842213
-19.586276,15,11.843936
-13.12931,13,11.845413
-18.009354,15,11.847008
-17.896705,15,11.848613
-29.717649,24,11.851092
-23.381504,24,11.853532
-18.286053,16,11.855178
-17.847372,14,11.856762
-12.648398,13,11.858276
-7.616052,16,11.859924
-19.621375,15,11.861504
-21.048482,16,11.863187
-16.161649,13,11.864538
-18.427464,19,11.866481
-11.95114,15,11.867991
-10.720675,17,11.86985
-7.494078,15,11.871738
-15.829265,13,11.873108
-11.895813,14,11.874531
-17.284758,14,11.875955
-14.889297,16,11.877556
-19.365076,15,11.879097
-10.998203,17,11.880792
-19.595957,15,11.882306
-21.221271,18,11.884426
-20.502967,16,11.886136
-15.1012,15,11.887709
-16.379824,14,11.889195
-15.230179,16,11.890858
-23.019073,17,11.892628
-18.06495,15,11.894172
-27.732524,24,11.896651
-19.53651,17,11.898613
-7.40659,14,11.900093
-17.874995,14,11.901569
-22.523943,17,11.969693
-11.644299,13,11.971135
-8.809174,24,11.973568
-10.132322,13,11.974955
-19.598692,15,11.976653
-19.590089,15,11.978422
-21.291912,16,11.98008
-12.769954,11,11.98126
-13.674445,17,11.982985
-15.119327,16,11.984638
-12.767548,11,11.985829
-18.266039,16,11.987453
-8.57825,13,11.988793
-21.287825,16,11.990727
-17.827724,14,11.992279
-19.727375,16,11.993933
-19.330664,15,11.995474
-15.241733,16,11.9971
-17.213417,18,11.998942
-19.090716,17,12.000659
-19.619296,15,12.002192
-19.333086,15,12.004028
-19.533606,15,12.005669
-21.321786,16,12.007331
-15.22806,18,12.00917
-19.602489,15,12.01074
-19.5744,15,12.012354
-21.005882,16,12.01401
-18.298246,16,12.015679
-19.617152,15,12.017408
-13.116571,14,12.018968
-19.547397,15,12.020552
-10.182805,13,12.021939
-19.530739,15,12.023504
-12.652093,11,12.024698
-18.263568,16,12.026347
-12.189607,18,12.028212
-13.811521,16,12.029978
-19.613805,15,12.031719
-16.576692,15,12.033285
-17.862835,14,12.03472
-17.837271,24,12.037111
-14.334542,12,12.03842
-19.213753,20,12.040414
-15.962261,13,12.04173
-6.094113,15,12.043421
-16.553188,15,12.04504
-14.511631,16,12.046682
-19.617179,15,12.04821
-16.691724,16,12.049818
-21.094689,17,12.051566
-15.300927,16,12.053193
-13.124265,13,12.054526
-9.110968,15,12.056153
-14.671003,13,12.057925
-13.394194,14,12.059454
-10.71151,18,12.061295
-13.455911,19,12.063224
-14.654936,13,12.064564
-14.884973,14,12.066009
-14.876224,14,12.067455
-16.000061,13,12.06879
-20.167917,24,12.071491
-19.598721,15,12.073075
-19.459313,15,12.074606
-15.285314,16,12.076238
-19.533595,15,12.077791
-17.907116,14,12.079243
-18.213447,16,12.080859
-13.381009,14,12.082301
-20.31136,18,12.084336
-17.901594,14,12.085817
-19.352489,16,12.087472
-19.592197,15,12.089055
-9.110968,15,12.09065
-21.474578,21,12.092796
-14.158128,18,12.094628
-19.592197,15,12.31777
-16.196748,13,12.319284
-19.608546,15,12.320821
-19.714413,16,12.322582
-17.435451,14,12.324153
-18.428714,17,12.325942
-19.621375,15,12.327536
-19.592197,15,12.3291
-14.573931,13,12.330438
-27.001636,21,12.332555
-17.842979,14,12.334005
-19.617152,15,12.335559
-17.597174,15,12.337212
-21.299171,20,12.339249
-16.782432,16,12.340864
-15.818485,19,12.342754
-13.076396,16,12.344358
-7.8,24,12.34676
-12.835179,19,12.348638
-15.282762,18,12.350448
-15.289314,16,12.352067
-19.569129,15,12.353575
-15.905702,24,12.355924
-17.565943,24,12.358301
-16.189733,13,12.359629
-16.614787,15,12.361141
-13.197937,13,12.362657
-19.192012,15,12.364299
-7.408597,14,12.365776
-5.406047,20,12.367829
-17.513476,14,12.369288
-16.552473,15,12.370856
-19.537876,15,12.372408
-12.069333,15,12.37396
-24.251339,18,12.375912
-15.313909,19,12.378011
-19.537876,15,12.379622
-14.700371,13,12.381019
-19.806919,16,12.382711
-7.8,24,12.385164
-17.910228,14,12.386651
-16.119058,13,12.388006
-16.618571,15,12.389596
-19.553143,15,12.391159
-12.939606,12,12.392433
-19.136119,15,12.394002
-18.270326,17,12.39576
-10.510058,15,12.397325
-20.69944,24,12.399808
-16.196748,13,12.401183
-10.804219,17,12.403011
-15.260895,16,12.404749
-11.494558,12,12.406017
-19.935282,17,12.407776
-19.62202,15,12.409322
-12.189607,18,12.411183
-15.300927,16,12.412825
-11.157177,18,12.414649
-19.5744,15,12.416235
-11.182822,11,12.417451
-18.698957,18,12.419324
-11.232267,11,12.420503
-16.934001,17,12.422275
-13.947477,17,12.42405
-17.622361,15,12.425625
-14.654936,13,12.427032
-19.789035,17,12.428823
-7.408597,14,12.430449
-20.042947,19,12.43245
-24.940355,19,12.434409
-15.241733,16,12.436057
-20.118069,24,12.438419
-12.680812,11,12.439577
-18.288396,16,12.441208
-22.256781,17,12.443121
-19.621375,15,12.444657
-22.048766,17,12.446376
-15.67762,18,12.448316
-17.808813,14,12.449908
-18.074038,15,12.451467
-17.059564,15,12.45303
-19.773688,16,12.454673
-12.302603,16,12.456455
-20.140511,18,12.458297
-9.68873,18,12.460106
-19.608135,15,12.461613
-19.592197,15,12.463154
-22.474111,17,12.464861
-19.588053,15,12.466385
-14.24698,18,12.46817
-17.432144,15,12.46979
-9.849564,12,12.47113
-19.818441,16,12.472815
-12.878391,19,12.47478
-14.596755,13,12.476147
-17.993948,15,12.477699
-13.155405,13,12.479086
-25.519099,24,12.481529
-12.95026,16,12.483219
-17.491113,14,12.484668
-25.969706,20,12.486688
-19.124022,19,12.488598
-10.619984,15,12.490106
-15.981305,14,12.491512
-17.884785,14,12.492939
-16.19655,13,12.49426
-18.06495,15,12.495822
-9.113609,17,12.497546
-19.603247,15,12.499048
-19.576459,15,12.500557
-24.368556,21,12.502612
-19.618855,15,12.504108
-22.88699,17,12.505802
-19.60022,15,12.507303
-19.269565,20,12.509346
-16.813075,20,12.511427
-10.182805,13,12.512819
-19.714052,16,12.514489
-18.204895,16,12.516167
-6.094113,15,12.517725
-19.622856,15,12.519289
-13.69398,16,12.520954
-14.297295,16,12.522799
-18.069119,15,12.524421
-21.638481,17,12.526173
-7.8,24,12.528567
-19.624939,15,12.530124
-22.762745,18,12.753758
-18.246922,16,12.755469
-21.535671,17,12.757225
-6.094113,15,12.758774
-19.569113,15,12.760316
-18.024673,15,12.761844
-19.598129,15,12.763589
-12.037765,15,12.765235
-12.417814,17,12.766954
-17.000503,17,12.768673
-21.321786,16,12.770274
-11.88156,14,12.771711
-11.145851,13,12.773055
-16.534257,17,12.774773
-15.769534,14,12.776408
-6.344547,9,12.777446
-20.938646,17,12.779219
-13.391347,14,12.780687
-16.152805,13,12.782056
-11.352424,24,12.784455
-16.109325,13,12.785816
-14.95822,16,12.787476
-11.203845,18,12.789365
-16.75408,17,12.791149
-18.495372,17,12.792896
-4.089404,6,12.793583
-11.135994,11,12.794739
-19.543276,15,12.796271
-14.61868,13,12.797613
-21.224281,24,12.800018
-18.510639,17,12.801799
-19.976902,17,12.803741
-14.418874,12,12.805072
-18.074038,15,12.806647
-13.885244,16,12.808358
-10.463316,24,12.810817
-10.824252,24,12.813278
-18.663908,18,12.815169
-21.089853,16,12.816891
-13.609424,15,12.818442
-21.929919,19,12.820363
-20.369275,24,12.822735
-16.109325,13,12.82409
-21.051611,17,12.825784
-10.36413,14,12.827187
-13.196715,13,12.828512
-8.57064,13,12.829932
-13.319093,14,12.831363
-22.664738,17,12.833052
-19.618855,15,12.834554
-9.188694,18,12.836358
-14.682736,13,12.837684
-15.070733,15,12.83921
-14.566866,13,12.840523
-18.232198,16,12.842118
-14.024469,17,12.84394
-19.562239,15,12.845502
-15.098962,15,12.847058
-8.289631,11,12.848227
-8.777973,9,12.849202
-23.39117,23,12.851494
-17.89721,14,12.852959
-28.944093,24,12.855367
-12.652093,11,12.856604
-18.070668,15,12.858121
-17.875995,14,12.859548
-22.416177,24,12.862085
-19.61031,15,12.863662
-11.661412,15,12.865195
-17.038365,17,12.866925
-15.939562,14,12.868393
-1.486443,8,12.869307
-19.597187,15,12.870851
-14.171238,12,12.872106
-17.907116,14,12.873546
-17.896895,14,12.874975
-16.5094,17,12.876699
-17.662637,14,12.878188
-13.804191,16,12.879818
-11.644299,13,12.88116
-22.986264,17,12.882962
-18.097608,15,12.884504
-19.565171,15,12.886062
-18.480761,18,12.887871
-22.842749,18,12.889677
-12.037765,15,12.891197
-14.071059,12,12.892445
-21.285082,16,12.89405
-13.947477,17,12.895763
-21.110621,22,12.897913
-19.555468,15,12.899425
-9.770554,11,12.900548
-7.8,24,12.9029
-9.05692,16,12.904505
-14.899256,15,12.906025
-16.379824,14,12.907439
-19.386251,15,12.908969
-8.439647,12,12.91027
-19.39469,15,12.911817
-13.459227,15,12.913365
-10.624036,16,12.914999
-19.552069,15,12.91652
-13.626472,17,12.918227
-18.013438,15,12.919776
-22.144924,17,12.921517
-9.954691,12,12.922789
-21.321786,16,12.924417
-17.909122,14,12.925855
-19.702179,16,12.927461
-19.530739,15,12.928971
-19.349347,15,12.930469
-19.798973,16,12.932059
-15.122101,15,12.998671
-9.377014,24,13.001128
-19.592197,15,13.002746
-17.84733,16,13.004456
-15.426886,17,13.006252
-13.756817,18,13.008131
-14.024469,17,13.009916
-21.736406,24,13.012463
-16.810637,16,13.014149
-2.584217,6,13.014836
-19.66801,16,13.016625
-13.391347,14,13.018122
-19.319904,15,13.019699
-12.769954,11,13.020923
-18.663908,18,13.022838
-23.513645,18,13.024667
-13.560104,15,13.026204
-10.510058,15,13.027732
-18.869865,15,13.02941
-19.63754,17,13.24996
-10.384082,14,13.251461
-18.024673,15,13.252974
-13.391347,14,13.254399
-19.577139,15,13.256013
-16.431681,15,13.257637
-14.524612,13,13.259036
-7.659543,8,13.259933
-8.638208,9,13.260915
-11.474455,12,13.262188
-29.69947,24,13.264612
-15.485325,24,13.267014
-11.38574,24,13.269421
-19.61282,15,13.270965
-13.408534,14,13.272411
-21.279897,16,13.274054
-13.835075,17,13.275797
-13.196017,13,13.277153
-13.374703,14,13.278614
-19.565171,15,13.280163
-6.123157,10,13.281228
-19.597187,15,13.282776
-18.106166,15,13.284325
-19.954857,17,13.286061
-21.094577,17,13.287799
-21.667943,18,13.289636
-17.931433,17,13.291375
-17.89721,14,13.292822
-19.618182,15,13.294361
-12.213411,16,13.295995
-22.033527,17,13.297734
-19.622856,15,13.299275
-18.299919,16,13.30092
-7.8,24,13.303303
-6.273215,10,13.304367
-7.8,24,13.306754
-11.914914,14,13.308211
-20.815869,16,13.309866
-13.12931,13,13.311212
-18.018178,15,13.31276
-19.927904,17,13.314496
-19.589875,15,13.316048
-17.824664,15,13.31759
-17.86636,14,13.319049
-19.588859,15,13.320601
-17.892873,14,13.322045
-12.247085,16,13.323684
-12.271874,16,13.325318
-21.200216,24,13.327722
-19.598721,15,13.329275
-21.494686,17,13.331006
-20.630835,16,13.332637
-19.39469,15,13.334175
-21.291912,16,13.335808
-19.804257,16,13.337446
-13.420169,15,13.338998
-11.895813,14,13.34044
-16.172079,13,13.341786
-11.135994,11,13.342946
-19.543276,15,13.344481
-15.230179,16,13.346138
-19.818441,16,13.347775
-22.319794,17,13.349515
-24.226084,18,13.351338
-19.622856,15,13.352873
-21.28073,16,13.354508
-20.825268,16,13.35615
-22.065818,17,13.357882
-16.5769,15,13.359426
-24.448447,18,13.361294
-19.510032,15,13.362832
-11.644299,13,13.364164
-20.953115,16,13.365809
-13.394194,14,13.367259
-19.570522,15,13.368952
-15.297782,16,13.370715
-13.196715,13,13.372094
-19.598129,15,13.373652
-17.634573,16,13.375281
-18.068138,15,13.376852
-19.562932,15,13.378364
-19.3101,15,13.379881
-18.989649,15,13.381381
-13.196017,13,13.382731
-6.647377,11,13.383884
-13.391151,14,13.385289
-17.126848,18,13.387076
-12.770271,11,13.388199
-12.825119,15,13.389723
-16.928399,18,13.391507
-8.502508,9,13.392465
-17.883858,14,13.393895
-19.585072,15,13.395415
-16.920507,17,13.397109
-19.412168,15,13.398607
-17.8831,14,13.400018
-18.099165,15,13.401522
-19.617841,15,13.403042
-11.97584,15,13.404554
-13.481958,15,13.406068
-16.131315,13,13.407388
-10.036469,16,13.408996
-13.804191,16,13.410595
-21.309389,16,13.412193
-8.777973,9,13.413139
-19.57717,15,13.414648
-14.88311,14,13.416113
-11.995082,15,13.417686
-18.299919,16,13.419338
-15.962261,13,13.420693
-19.194888,15,13.422253
-16.200983,13,13.423588
-18.204606,16,13.425218
-13.199815,13,13.426584
-18.108742,15,13.428125
-13.835075,17,13.429881
-11.227494,13,13.431224
-19.568021,21,13.4333
-22.476161,20,13.43527
-17.83012,14,13.436702
-11.88156,14,13.438112
-16.883747,24,13.440479
-15.090107,15,13.441993
-19.482747,15,13.443523
-10.581608,24,13.445869
-14.906776,14,13.447286
-19.571873,15,13.448783
-18.315508,16,13.450386
-19.548703,15,13.451901
-12.213411,16,13.453495
-19.779417,17,13.455187
-19.903358,17,13.456896
-20.661601,16,13.678455
-16.782432,16,13.680215
-15.222936,16,13.681896
-17.83012,14,13.683569
-12.903053,19,13.685531
-19.58053,15,13.687086
-19.989189,17,13.688782
-16.801729,16,13.69039
-11.588817,13,13.691695
-12.059903,24,13.694067
-11.587101,13,13.695381
-14.59882,17,13.697311
-14.869154,14,13.698801
-19.353275,20,13.700868
-13.621566,15,13.702409
-27.43323,24,13.70478
-21.325198,16,13.706419
-17.910228,14,13.707868
-16.594585,15,13.709489
-21.072868,17,13.71125
-14.613864,13,13.712591
-20.817992,20,13.714591
-14.617876,13,13.715918
-19.497479,15,13.717413
-18.305984,16,13.719025
-19.533606,15,13.720538
-19.584781,15,13.722069
-19.752475,16,13.724019
-16.407711,14,13.72556
-15.08198,15,13.727141
-23.051526,23,13.729502
-19.476028,15,13.731083
-13.389158,14,13.732542
-11.319743,24,13.73498
-18.030867,19,13.737268
-14.913994,14,13.73888
-17.874234,14,13.740359
-9.770554,11,13.741538
-19.583967,15,13.743153
-13.804191,16,13.744804
-16.553188,15,13.746363
-17.503256,14,13.747803
-11.182822,11,13.748962
-16.379824,14,13.75077
-16.308195,14,13.752285
-7.408597,14,13.7538
-16.415741,14,13.755267
-10.75234,16,13.756907
-19.618855,15,13.75847
-9.09909,15,13.760041
-2.075522,10,13.761118
-16.189733,13,13.762485
-23.032264,19,13.764405
-19.564048,15,13.765924
-21.103474,16,13.767543
-17.847372,14,13.768997
-19.727375,16,13.770645
-7.8,24,13.773039
-17.916211,14,13.774485
-9.775519,11,13.775647
-7.588222,15,13.777177
-19.410811,15,13.778689
-15.31392,16,13.780299
-13.58933,15,13.781818
-13.808254,16,13.783438
