C1_OBJ_NM,C2_NM,DT,C2,C1,PRD_SE,UNIT_NM_ENG,ITM_ID,TBL_ID,ITM_NM,TBL_NM,PRD_DE,LST_CHN_DE,C1_NM_ENG,C1_NM,UNIT_NM,ITM_NM_ENG,C2_OBJ_NM_ENG,C2_NM_ENG,ORG_ID,C1_OBJ_NM_ENG,C2_OBJ_NM
상품군별,계,12843750,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201912,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,12098574,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202001,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,11884677,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202002,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,12439142,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202003,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,11913275,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202004,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,12552441,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202005,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,12508478,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202006,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,12845894,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202007,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,13415501,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202008,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,13818699,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202009,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,13856877,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202010,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,14978279,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202011,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,15972133,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202012,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,15115721,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202101,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,13834738,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202102,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,15923334,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202103,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,15075852,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202104,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,16030296,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202105,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,15596928,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202106,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,16167481,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202107,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,15802435,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202108,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,16187427,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202109,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,16975318,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202110,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,17580881,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202111,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,18433554,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202112,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,17364292,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202201,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,16243622,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202202,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,18138757,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202203,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,17323878,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202204,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,18169890,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202205,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,17571330,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202206,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,17874141,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202207,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,18556914,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202208,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,17815288,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202209,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,18532281,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202210,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,19011685,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202211,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,19573059,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202212,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,19050522,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202301,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,18029539,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202302,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,19747910,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202303,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,18966615,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202304,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,20496845,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202305,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,19698816,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202306,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,20129573,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202307,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,20359124,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202308,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,20308940,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202309,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,21360691,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202310,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,22195351,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202311,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,21862854,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202312,2025-02-24,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,21801172,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202401,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,20582375,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202402,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,22081252,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202403,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,21383534,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202404,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,22535144,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202405,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,21755845,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202406,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,21728871,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202407,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,21337225,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202408,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,21248707,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202409,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,21919872,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202410,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,22902475,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202411,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,계,23149157,00,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202412,2026-02-25,Total,합계,백만원,Amount of transaction,By type of management,Total,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,7077518,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201901,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,6358921,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201902,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,7521298,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201903,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,7155780,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201904,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,7719682,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201905,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,7192558,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201906,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,7597305,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201907,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,7687987,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201908,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,7625283,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201909,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,7987096,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201910,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,8833596,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201911,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,8660743,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,201912,2021-02-23,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,8304277,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202001,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,8651619,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202002,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,9231452,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202003,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,8850463,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202004,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,9390260,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202005,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,9151390,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202006,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,9582301,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202007,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,10038211,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202008,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,10317316,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202009,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,10309750,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202010,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,11160453,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202011,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,12225057,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202012,2023-02-24,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,11588569,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202101,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,10653518,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202102,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,12087939,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202103,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,11642722,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202104,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,12241618,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202105,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,11794563,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202106,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,12741501,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202107,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,12439240,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202108,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,12610099,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202109,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,13183520,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202110,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,13489184,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202111,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,14557946,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202112,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,13664680,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202201,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,12924646,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202202,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,14027033,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202203,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,13469594,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202204,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,14014114,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202205,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
상품군별,온라인 전용몰,13447810,10,000,M,Million Won,T20,DT_1KE10051,거래액,온라인쇼핑몰 운영형태별/상품군별거래액,202206,2025-02-19,Total,합계,백만원,Amount of transaction,By type of management,Online mall,101,By the groups of commodities,운영형태별
