#{"t_start": 1780031485.44627, "env_id": "None"}
r,l,t
-21.048849,17,455.718146
-13.986977,13,455.76054
-19.633267,24,455.839447
-7.44542,8,455.8658
-15.513381,13,455.908291
-7.360328,8,455.934556
-18.486236,15,455.984773
-15.783195,13,456.027461
-10.928355,11,456.06403
-26.673186,20,456.129916
-18.84943,15,456.180232
-30.077603,24,456.259492
-5.746716,8,456.286221
-17.651318,19,456.349422
-14.333945,24,456.427948
-5.161699,12,456.467511
-17.009073,14,456.513628
-18.922361,15,456.563566
-9.914019,13,456.621897
-18.668598,16,456.71363
-24.311365,19,456.802297
-16.384639,14,456.868909
-5.424688,13,456.925665
-20.39257,16,456.989658
-7.357309,9,457.030156
-11.543651,15,457.089921
-29.500575,24,457.172007
-15.661945,13,457.216583
-21.19833,17,457.274691
-15.469487,13,457.319723
-5.788439,8,457.346102
-14.202687,13,457.387328
-19.193486,16,457.438592
-17.386797,15,457.488728
-20.860512,16,457.542869
-16.099725,15,457.593179
-9.322496,10,457.627019
-10.680988,10,457.661091
-24.738206,22,457.734474
-26.807492,21,457.805191
-17.3334,14,457.851869
-7.735671,10,457.885172
-5.725925,7,457.908393
-16.68399,14,457.954672
-19.281032,17,458.011285
-2.038407,5,458.028013
-7.600633,11,458.064705
-12.403151,12,458.105258
-9.991991,14,458.152122
-5.575528,10,458.186501
-10.604191,11,458.223526
-19.908,16,458.27755
-9.378542,12,458.317353
-4.233746,8,458.343845
-9.939922,14,458.391577
-15.804418,14,458.43953
-12.422586,12,458.48004
-8.924682,9,458.510395
-12.342019,11,458.546904
-5.179143,9,458.57697
-23.937372,19,458.639921
-20.234907,16,458.693144
-13.812903,12,458.733648
-8.565942,24,458.813709
-11.127219,22,458.887413
-15.905756,14,458.934417
-13.267272,16,458.988025
-22.097385,17,459.044665
-5.683426,8,459.071284
-8.85507,9,459.102301
-12.141318,11,459.138855
-10.785199,11,459.175739
-13.040271,15,459.226048
-23.690646,20,459.292374
-7.462405,24,459.371729
-15.695239,13,459.415135
-4.140965,9,459.445589
-7.870172,10,459.478579
-6.045078,11,459.514906
-23.474994,18,459.574018
-18.526007,15,459.622475
-10.523517,10,459.655159
-11.727148,15,459.704843
-19.22911,18,459.764003
-18.924447,15,459.834458
-4.011085,6,459.85432
-6.797778,13,459.897224
-17.365651,15,459.946663
-9.718631,13,459.988821
-12.90815,15,460.037455
-21.295616,17,460.092719
-8.695329,9,460.122344
-10.901218,17,460.178951
-3.549158,12,460.218344
-15.652598,13,460.260616
-19.252098,17,460.316392
-15.521935,13,460.358579
-19.470612,17,460.414911
-14.3441,14,460.460741
-10.612445,10,460.493799
-24.842351,19,460.5562
-15.938602,17,460.61186
-6.70325,13,460.655171
-25.557068,20,460.720394
-7.347822,11,460.756975
-8.159678,12,460.799336
-17.440283,16,460.852392
-12.799578,24,460.932319
-15.317196,24,461.011979
1.26282,3,461.022027
-7.451757,8,461.048201
-12.367033,11,461.084412
-16.349615,18,461.143793
-5.811512,8,461.17085
-7.104757,24,461.250735
-18.291835,19,461.312659
-7.410929,8,461.338762
-5.648537,8,461.365578
-15.617401,13,461.408073
-9.063971,9,461.437519
-10.613551,11,461.473338
-11.917584,11,461.509405
-10.660617,11,461.545517
-11.810049,11,461.581463
-14.336194,15,461.631583
-12.754176,17,461.687361
-9.148916,12,461.727302
-17.059356,15,461.776735
-8.793524,9,461.805986
-15.335264,13,461.848714
-10.943269,12,461.887811
-9.190949,10,461.920813
-12.182153,11,461.957228
-28.003826,21,462.026876
-9.48997,12,462.066751
-6.64593,13,462.109976
-17.879011,24,462.189296
-11.171767,12,462.229081
-4.706466,10,462.261936
-3.226414,9,462.291488
-8.79207,17,462.347388
-2.937341,10,462.380203
-11.501641,16,462.432797
-12.473607,12,462.472186
-11.065333,11,462.508276
-16.358519,18,462.566986
-1.970749,5,462.583353
-12.466927,12,462.622413
-22.161298,17,462.678217
-5.868451,12,462.717867
-12.185207,11,462.753803
-28.123401,21,462.823849
-7.317568,9,462.853475
-13.130402,15,462.902003
-12.448599,12,462.940978
-15.378164,13,462.983208
-5.965984,9,463.01228
-12.415297,11,463.048674
-1.126705,7,463.071484
-12.685611,12,463.110713
-6.018121,9,463.139802
-17.157148,14,463.187302
-7.248706,8,463.214272
-10.568405,11,463.250694
-15.369731,13,463.293896
-21.898432,17,463.349901
-19.01594,16,463.402237
-16.252186,16,463.454864
-8.432068,9,463.484022
-9.227677,10,463.517002
-10.769318,10,463.54972
-7.279802,8,463.575827
-10.800587,11,463.611519
-15.078293,17,463.668132
-8.823318,9,463.801326
-27.005147,22,463.875101
-19.123427,15,463.925839
-12.327482,11,463.962759
-9.279339,20,464.029925
-16.939199,14,464.076632
-15.444135,13,464.120451
-12.314635,11,464.15742
-11.382178,14,464.204595
-17.499785,14,464.250866
-15.834422,14,464.297167
-9.783656,15,464.347197
-21.48323,17,464.403948
-27.009503,23,464.480529
-18.108366,16,464.533592
-25.219839,21,464.602386
-19.485596,24,464.681047
-7.308665,8,464.70725
-14.234587,14,464.753467
-4.185542,8,464.779514
-12.896758,15,464.829091
-13.952147,12,464.868722
-12.591502,13,464.910837
-15.484044,14,464.956795
-4.01932,6,464.976633
-13.858387,12,465.016028
-15.985809,24,465.094152
-11.66321,14,465.140158
-12.165912,11,465.176968
-13.722145,12,465.217552
-5.673931,7,465.240642
-1.790223,11,465.27666
-13.860412,14,465.322786
-17.2523,14,465.368808
-10.661889,10,465.401565
-3.146078,10,465.434399
-7.121208,14,465.479806
-16.05722,15,465.528981
-5.981548,9,465.559669
-15.611526,13,465.602248
-11.645927,15,465.651678
-17.567052,15,465.701469
-20.438067,16,465.753913
-17.708368,18,465.812658
-9.198898,12,465.851823
-7.535733,9,465.881248
-11.657152,11,465.917368
-12.09671,12,465.956541
-7.465702,8,465.983058
-15.850778,14,466.029656
-11.620123,14,466.075744
-4.505202,9,466.105857
-8.590224,24,466.185264
-21.990741,17,466.240646
-9.314053,10,466.273336
-9.235434,11,466.309044
-4.299635,18,466.36757
-2.156832,5,466.383935
-26.013387,21,466.452479
-5.347874,13,466.495155
-4.386362,16,466.547189
-10.840773,12,466.586932
-10.986851,12,466.626916
-13.914441,19,466.689092
-13.444332,16,466.740946
-11.849192,18,466.800309
-28.29056,21,466.86875
-21.245244,24,466.946317
-12.004944,11,466.98206
-5.535605,8,467.008697
-9.016735,9,467.038193
-10.955555,12,467.077258
-4.559688,9,467.107296
-20.425714,19,467.170383
-17.289309,16,467.223145
-13.945809,12,467.262911
-16.700771,14,467.308896
-18.282219,15,467.358415
-12.196219,15,467.407526
-12.237606,11,467.44326
-9.572978,12,467.482829
-12.428294,12,467.521865
-3.948091,6,467.541645
-7.486488,8,467.568161
-20.419126,17,467.624052
-15.359374,15,467.673225
-3.260763,10,467.705682
-4.496321,8,467.732464
-2.839048,7,467.755339
-21.620731,17,467.810201
-16.566747,19,467.872658
-8.984517,9,467.902187
-25.544452,19,467.964123
-7.70366,24,468.042695
-10.678815,10,468.075932
-19.178515,24,468.154696
-24.987577,22,468.227132
-8.673108,9,468.25662
-22.440155,19,468.318986
-21.275746,22,468.390772
-15.613402,13,468.433666
-15.668589,14,468.47926
-23.678957,18,468.537663
-4.584439,11,468.574327
-3.672235,6,468.593978
-9.139028,9,468.623304
-7.904216,10,468.656998
-26.301032,20,468.723806
-10.744708,11,468.760636
-22.047774,17,468.81754
-15.898474,24,468.897073
-15.617562,13,468.940583
-23.569265,19,469.003126
-21.054967,18,469.062409
-2.419523,6,469.082195
-13.472282,20,469.14851
-13.052765,14,469.195309
-16.892033,14,469.241666
-3.602588,14,469.287953
-14.49387,15,469.337604
-3.55963,11,469.373926
-13.315882,21,469.443539
-9.167211,11,469.479891
-13.927799,12,469.520145
-15.177202,18,469.579452
-5.957441,8,469.605648
-15.811386,14,469.651872
-17.208412,14,469.697725
-8.773894,16,469.749987
2.450777,3,469.759972
-11.067098,12,469.799448
-13.185817,16,469.851482
-20.99056,19,469.914049
-11.174034,12,469.953518
-0.951697,6,469.973007
-12.835923,15,470.022291
-18.529545,18,470.081243
-6.057447,9,470.110709
-26.955355,21,470.179684
-24.022252,24,470.258567
-4.688016,9,470.288138
-9.409029,12,470.32758
-2.639537,8,470.354356
-7.402057,9,470.384133
-7.264713,8,470.41047
-13.915304,12,470.449528
-15.094326,13,470.492344
-5.916206,8,470.518373
-14.403418,14,470.564119
-13.108488,15,470.613394
-20.270796,16,470.666108
-25.111476,19,470.72939
-12.279614,11,470.765619
-15.5798,13,470.808119
-7.503872,24,470.886721
-16.028885,17,470.941545
-11.064982,16,470.994135
-16.782593,15,471.042804
-13.654499,12,471.082336
-3.064009,9,471.111904
-10.701866,10,471.144495
-17.909721,23,471.22177
-12.29592,11,471.25768
-4.323722,9,471.286699
-18.521053,15,471.336282
-16.306219,16,471.388555
-10.794051,12,471.42799
-7.404643,17,471.483985
-8.934128,9,471.513548
-14.035031,12,471.553054
-12.631432,14,471.599502
-17.386575,24,471.678476
-9.139162,11,471.714018
-18.725738,15,471.762862
-15.61518,13,471.805591
-12.303602,11,471.841206
-10.672325,10,471.873827
-14.129494,13,471.916568
-10.244552,10,471.949119
-4.457628,8,471.975072
-23.380506,19,472.037078
-7.30196,8,472.063483
-5.662738,7,472.086374
-20.509805,18,472.144929
-21.173356,17,472.201132
-11.146559,16,472.2534
-5.734438,8,472.279265
-15.449284,13,472.321632
-10.657272,10,472.354101
-17.774408,16,472.406761
-6.335019,24,472.485536
-9.214139,11,472.522398
-7.227208,8,472.548917
-15.779721,13,472.591797
-16.033428,15,472.641706
-7.279352,9,472.671256
-12.388716,11,472.706977
-26.776021,20,472.772596
-9.04573,17,472.827683
-17.617097,16,472.879855
-10.86824,11,472.915997
-4.26886,10,472.948381
-12.73324,14,472.993936
-10.848271,12,473.033387
-12.336443,12,473.072482
-9.0921,10,473.105587
-5.885724,8,473.13254
-10.889588,12,473.172179
-13.511615,17,473.228258
-12.560674,13,473.270944
-18.900606,17,473.326235
-18.516617,15,473.375404
-15.328112,13,473.417541
-13.604669,12,473.456717
-22.241414,19,473.519677
-8.051754,11,473.555872
-14.915407,21,473.625754
-25.413059,21,473.696277
-9.161675,11,473.734708
-15.280729,13,473.779156
-17.474213,19,473.842386
-8.771902,9,473.872428
-16.561712,18,473.933001
-25.321859,21,474.002926
-24.828874,21,474.07229
-7.723529,11,474.109039
-9.11519,10,474.142637
-17.124362,24,474.224209
-8.960488,9,474.254048
-12.87101,13,474.297414
-10.613387,10,474.330545
-31.000459,24,474.409442
-10.623203,10,474.442181
-2.888709,9,474.471818
-17.621547,16,474.524155
-10.796336,11,474.560735
-18.960185,18,474.619821
-9.175902,9,474.649889
-21.739342,17,474.706689
-10.614217,10,474.739932
-7.164434,17,474.795829
-13.192518,13,474.83898
-7.0444,13,474.881315
-5.94384,8,474.907786
-20.431236,24,474.987077
-21.831813,17,475.043737
-8.850518,10,475.076751
-14.718171,13,475.119803
-18.582147,15,475.169099
-10.634065,12,475.209191
-16.894857,14,475.255074
-7.397067,8,475.281644
-8.570935,9,475.310884
-7.456787,8,475.337205
-9.527672,12,475.376493
-15.069763,13,475.419318
-5.716503,7,475.442121
-20.519921,16,475.493782
-10.159926,15,475.54291
-18.025556,17,475.598732
-4.908857,11,475.635521
-14.085759,13,475.678821
-12.618584,15,475.727713
-17.864111,16,475.779981
-18.600927,15,475.828343
-7.535985,24,475.906051
-7.258585,14,475.951177
-18.323487,15,475.999849
-4.330125,8,476.026148
-10.661166,10,476.058638
-21.416184,17,476.114971
-8.678711,24,476.193399
-21.179195,21,476.262308
-7.150911,8,476.288609
-2.949307,9,476.317906
-9.894688,10,476.350744
-7.69611,24,476.428439
-9.251283,11,476.464483
-13.829797,12,476.503832
-4.488791,9,476.533151
-17.198647,15,476.582054
-6.021224,9,476.611697
-6.395469,11,476.64775
-17.299646,14,476.693487
-13.824567,12,476.733059
-27.87186,23,476.807563
-14.149282,13,476.850082
-20.511767,18,476.9084
-19.217892,17,476.96449
-12.323385,13,477.007207
-15.492805,13,477.04999
-14.488066,14,477.097161
-6.932289,14,477.143576
-9.774497,17,477.200086
-15.045336,18,477.258754
-14.388756,14,477.30439
-12.627807,13,477.346578
-15.706479,13,477.388754
-15.381761,13,477.431515
-17.267396,14,477.477132
-7.362698,9,477.50625
-9.555317,11,477.541903
-17.124434,14,477.588207
-12.645347,12,477.627351
-17.919379,18,477.686388
-14.544769,15,477.73504
-15.299134,13,477.777825
-12.41795,13,477.821204
-15.5617,13,477.863926
-7.277952,8,477.890144
-11.145415,13,477.933262
-21.362065,19,477.995148
-11.272622,13,478.037288
-9.05275,9,478.066696
-13.558053,19,478.1288
-26.78941,21,478.197848
-22.624847,21,478.266135
-13.744422,12,478.305469
-8.260713,14,478.351015
-26.130936,21,478.419651
-14.809344,18,478.477916
-23.441778,18,478.537008
-12.270287,11,478.57283
-9.859744,15,478.621669
-4.049719,11,478.659571
-16.151731,17,478.715906
-10.790722,11,478.752345
-22.157792,18,478.811963
-12.500416,12,478.851599
-11.076633,12,478.891221
-10.835504,10,478.924674
-10.350115,24,479.004377
-7.335177,9,479.034286
-22.003008,18,479.094394
-18.169857,24,479.17481
-17.166001,14,479.221618
-10.963547,11,479.258417
-12.04797,24,479.337503
-7.3329,8,479.363987
-8.808018,15,479.413505
-9.232983,11,479.449983
-23.328479,20,479.516026
-16.676248,14,479.562057
-12.873138,13,479.604832
-5.381063,7,479.627878
-19.00885,18,479.688331
-20.692882,18,479.748155
-9.593131,12,479.787764
-11.239343,13,479.830646
-11.043933,11,479.867123
-14.698555,15,479.915559
-17.994357,17,479.971542
-25.574364,20,480.036252
-22.160695,17,480.09213
-13.146921,24,480.170295
-12.06756,11,480.206352
-21.848223,17,480.356416
-18.961566,15,480.405457
-15.403878,23,480.48184
-7.816464,10,480.514993
-12.393553,12,480.55529
-5.422793,24,480.633895
-14.2208,14,480.680241
-6.422972,10,480.712775
-16.690469,14,480.758879
-7.721265,10,480.792342
-7.141452,24,480.870538
-12.023579,11,480.906356
-22.775936,19,480.968184
-14.142545,13,481.010525
-11.006749,12,481.05036
-24.890739,20,481.115339
-7.403694,8,481.141327
-10.908518,11,481.177991
-5.386998,13,481.221181
-18.588334,15,481.27121
-6.041725,9,481.301035
-23.025763,18,481.359956
-11.594525,16,481.41258
-4.216359,11,481.448528
-8.844138,9,481.47784
-20.03852,16,481.530666
-12.586799,12,481.570017
-11.513235,11,481.605862
-8.959009,9,481.635213
-16.10146,15,481.685434
-12.556359,15,481.734186
-17.336921,14,481.780464
-11.561116,16,481.832478
-23.687285,18,481.891322
-17.77022,19,481.953239
-21.097254,18,482.012934
0.665141,5,482.029609
-10.400571,11,482.065688
-14.974257,17,482.121827
-10.680045,10,482.154836
-25.024101,20,482.220791
-20.172663,16,482.274077
-21.361269,17,482.329443
-4.08591,8,482.355524
-12.428006,11,482.3913
-4.080211,8,482.417262
-28.550198,24,482.495867
-4.657276,11,482.531732
-4.362209,8,482.557804
-5.879846,8,482.583983
-13.959813,12,482.623954
-9.507103,24,482.702971
-15.299875,20,482.768318
-12.034708,11,482.804022
-8.260839,12,482.843334
-8.838253,9,482.872664
-12.483366,11,482.90821
-9.173755,13,482.950816
-12.352339,12,482.990094
-21.464118,21,483.057956
-24.145311,21,483.126531
-17.517199,15,483.175609
-24.846737,19,483.238345
-12.308862,11,483.27432
-7.773804,24,483.353747
-8.525425,13,483.396347
-13.614429,12,483.435964
-12.230546,11,483.472041
-9.189373,9,483.501635
-10.773675,10,483.53438
-7.667032,24,483.613342
-15.008033,24,483.693451
-12.377993,11,483.731358
-8.25355,13,483.775376
-7.147128,24,483.855219
-7.073472,8,483.881295
-19.351428,19,483.944025
-15.631865,13,483.98698
-9.522398,11,484.023368
-17.71857,17,484.079813
-5.09509,7,484.103191
-19.334851,15,484.152559
-0.687705,5,484.169177
-5.639491,9,484.199793
-2.246082,5,484.217142
-9.084657,11,484.254075
-14.115815,12,484.294023
-21.647811,17,484.350627
-17.482218,17,484.406094
-19.223095,15,484.45562
-11.833556,12,484.494832
-17.177126,14,484.541691
-16.609815,19,484.604296
-9.047208,9,484.634328
-12.39847,13,484.677174
-7.285701,9,484.706525
-12.107335,11,484.742854
-9.421461,11,484.779498
-19.837839,17,484.835803
-19.225058,15,484.88561
-20.711682,16,484.937806
-19.500749,19,485.000324
-20.720284,17,485.055415
-3.903874,6,485.075094
-10.800443,10,485.107859
-7.479799,9,485.137286
-15.997495,16,485.189778
-10.102524,14,485.235614
-12.084945,11,485.271118
-14.818711,16,485.323273
-7.340328,9,485.352959
-15.430772,15,485.402056
-13.703566,12,485.440909
-3.884248,8,485.467021
-3.856575,6,485.48677
-24.978947,24,485.565115
-10.905532,11,485.600865
-13.137113,17,485.656207
-9.142073,10,485.689084
-24.751293,19,485.751529
-17.465424,16,485.803385
-17.67262,21,485.872234
-20.250071,16,485.924432
-10.541255,11,485.960239
-17.307583,14,486.006338
-12.561747,14,486.051909
-8.990388,9,486.081608
-12.987033,24,486.160017
-17.555014,17,486.216344
-20.233045,16,486.26874
-12.693978,14,486.31558
-2.058977,7,486.338556
-4.340807,7,486.361687
-23.674238,18,486.42043
-10.868694,13,486.463629
-11.852403,24,486.541005
-10.724776,13,486.583892
-10.090887,14,486.629726
-13.773344,12,486.668883
-8.792648,9,486.698643
-15.913674,14,486.749864
-10.502402,10,486.782553
-19.896557,16,486.835399
-14.684998,16,486.887403
-13.762199,14,486.933583
-20.294827,17,486.989487
-20.701707,19,487.052581
-10.596773,10,487.085307
-10.924395,12,487.124627
-19.020494,20,487.190881
-8.179607,24,487.269645
-28.283336,23,487.347656
-12.050079,11,487.383835
-13.742202,12,487.423091
-19.068198,16,487.475108
-11.934689,11,487.511319
-15.172794,13,487.553661
-15.860203,15,487.60238
-11.04287,13,487.64496
-21.783679,19,487.706825
-12.300051,11,487.742807
-11.419184,14,487.788956
-13.950318,16,487.840642
-11.390973,15,487.889877
-18.011898,18,487.948226
-8.679075,9,487.977522
-18.96605,17,488.033313
-13.273645,17,488.088647
-29.587101,23,488.164294
-11.709376,11,488.200373
-9.185841,10,488.233713
-23.653007,18,488.292766
-11.795633,16,488.344549
-19.113847,21,488.413229
-15.819425,14,488.458795
-13.940155,13,488.501734
-10.682848,10,488.534252
-13.989227,12,488.573118
-7.106671,8,488.59974
-11.50038,15,488.649136
-16.792169,24,488.72858
-19.496946,19,488.791135
-5.46984,24,488.869689
-14.035972,12,488.909163
-7.157068,8,488.935846
-29.509723,22,489.008421
-15.933012,23,489.084824
-19.081952,15,489.134968
-6.87052,8,489.161287
-15.61704,24,489.243058
0.220709,7,489.267603
-7.846577,11,489.306437
-19.483984,17,489.368326
-15.536642,14,489.418196
-12.208359,11,489.457879
-9.397194,12,489.500892
-4.193107,7,489.5248
-11.102364,12,489.565341
-9.263831,11,489.602241
-16.029248,13,489.645537
-21.80201,17,489.70286
-3.005262,9,489.733267
-17.209109,15,489.782674
-14.093353,12,489.82276
-20.51402,17,489.878361
-12.555229,12,489.918325
-10.348553,11,489.954506
-17.446089,16,490.006375
-5.378374,14,490.052958
-11.045487,13,490.096348
0.464184,6,490.116338
-10.958136,12,490.156153
-6.775799,8,490.182677
-8.856901,9,490.212728
-6.091517,9,490.242849
1.254141,3,490.252802
-17.323499,14,490.298453
-20.209773,16,490.35111
-20.681528,16,490.403853
-7.899069,22,490.475615
-14.272085,16,490.528265
-10.079199,14,490.574076
-20.638145,16,490.626325
-20.415151,17,490.682581
-21.671718,17,490.73814
-12.036323,11,490.774893
-18.790887,15,490.823931
-20.434479,16,490.876353
-21.84739,17,490.931842
-22.445487,24,491.009671
-12.358401,11,491.045593
-13.923112,12,491.085057
-13.929738,12,491.124931
-6.786071,8,491.151557
-11.320336,13,491.194349
-9.550839,13,491.237513
-12.519697,12,491.276788
-7.238664,12,491.315875
-28.380999,22,491.388358
-19.336604,17,491.443323
-12.420792,12,491.482913
-8.765866,16,491.534554
-12.746432,14,491.580063
-11.413987,14,491.625982
-7.886469,22,491.697656
-16.909031,14,491.74292
-15.342642,13,491.785185
-5.79486,7,491.807844
-10.705674,10,491.841179
-24.075726,21,491.909814
-11.095053,24,491.988413
-9.191377,19,492.050245
-25.045898,19,492.112874
-17.346841,16,492.165559
-11.211493,13,492.209874
0.398503,5,492.226589
-13.804444,12,492.265991
-2.897723,8,492.292009
-12.469099,11,492.328233
-9.221056,14,492.374443
-9.675649,15,492.423316
-12.313853,11,492.459606
-11.223257,15,492.508617
-9.937737,14,492.554787
-20.677052,16,492.60731
-10.901139,12,492.646096
-7.632081,24,492.724804
-10.570623,24,492.803135
-18.370765,21,492.871027
-13.830739,12,492.910174
-9.068127,9,492.939366
-10.625132,10,492.972029
-10.451362,10,493.004375
-4.259971,9,493.034279
-14.285389,18,493.092535
-13.639427,12,493.131937
-23.464076,18,493.191585
-11.490443,11,493.228152
-17.240438,14,493.274563
-8.206293,12,493.313692
-4.550785,9,493.343148
-15.039863,13,493.385421
-17.121758,14,493.431369
-7.342036,8,493.457466
-9.990993,15,493.506252
-7.696203,11,493.542291
-9.266261,11,493.577789
-14.045785,12,493.616996
-10.608792,10,493.65027
-7.131659,8,493.676947
-18.873673,15,493.727048
-19.7537,17,493.785243
-23.138667,24,493.8638
-8.982784,11,493.900148
-7.339854,8,493.926726
-7.481942,24,494.005987
-13.429964,17,494.062374
-26.21221,20,494.129274
-16.781239,14,494.175738
-16.574676,21,494.246151
-14.013597,12,494.285892
-15.717089,15,494.335095
-29.78965,23,494.411156
-30.35019,24,494.490944
-5.683187,7,494.514233
-10.589083,10,494.547459
-12.049644,11,494.583913
-9.622903,13,494.626587
-10.488047,10,494.659452
-4.850765,10,494.692744
-20.191242,16,494.74568
-9.090003,14,494.791655
-7.718131,10,494.824277
-15.638134,13,494.867461
-7.487021,9,494.896641
-9.201214,10,494.929134
-18.718992,19,494.991235
-12.817625,14,495.037064
-16.842755,24,495.115491
-23.835156,21,495.183323
-12.519759,12,495.223175
-12.119734,18,495.281642
-14.896247,20,495.346587
-5.724563,7,495.369285
-8.927191,9,495.398504
-11.287519,13,495.441189
-15.925602,16,495.49315
-2.573113,7,495.515917
-12.400141,11,495.552407
-19.09174,16,495.604946
-22.928593,18,495.66391
-14.234598,14,495.710289
-17.332829,15,495.759076
-12.492473,19,495.821434
-25.425418,19,495.883049
-12.318717,11,495.919072
-7.42842,9,495.948478
-15.553887,13,495.990856
-18.936905,15,496.039501
-9.598177,13,496.081607
-9.684155,13,496.12405
-8.814776,9,496.153962
-7.431444,8,496.180364
-3.929549,6,496.20006
-23.29393,18,496.259161
-20.205473,16,496.311639
-10.76582,12,496.351095
-22.405445,19,496.413099
-12.03766,11,496.448966
-10.802215,12,496.487805
-10.753246,12,496.527219
-11.402876,13,496.569671
-16.099236,17,496.624855
-12.451178,15,496.674407
-8.025546,12,496.713524
-8.436007,14,496.759233
-9.006096,9,496.78853
-7.293143,8,496.910544
-26.597596,23,496.986199
-13.426091,16,497.038854
-14.36775,18,497.097504
-10.651026,10,497.130723
-8.157509,13,497.172961
-6.987578,16,497.22555
-2.584898,6,497.245771
-20.167803,16,497.297915
-11.278841,13,497.340318
-4.852673,24,497.418931
-17.160475,14,497.465003
-19.331193,17,497.520783
-13.99465,12,497.560327
-10.521942,11,497.596712
-5.68475,10,497.629487
-8.902922,18,497.688497
-10.508459,11,497.72495
-17.670501,15,497.773928
-3.654714,12,497.813026
-11.963773,18,497.872115
-31.291763,24,497.950357
-19.675621,20,498.015753
-15.682809,14,498.061691
-8.850426,16,498.114889
-20.086909,16,498.166903
-14.0218,12,498.206524
-6.12466,9,498.236264
-10.767506,10,498.26892
-13.041922,15,498.318567
-19.361162,22,498.390069
-10.398621,10,498.422264
-2.106985,5,498.439095
-14.089346,24,498.517236
-5.124604,24,498.596107
-2.333527,5,498.612335
-12.312822,11,498.648665
-16.684081,14,498.69535
-17.069392,14,498.741712
-20.70448,17,498.797993
-12.338669,11,498.834161
-23.209663,18,498.89348
-5.860779,8,498.920125
-22.103744,17,498.976534
-4.170096,15,499.026439
-29.574881,22,499.099417
-25.095664,21,499.168599
-7.750626,10,499.201815
-11.525647,11,499.238333
-30.485518,24,499.317942
-5.979211,10,499.350408
-5.939717,9,499.37992
-23.406236,18,499.439265
-27.780578,21,499.508467
-10.658375,10,499.542146
-23.742045,22,499.619516
-5.813887,8,499.648486
-12.659588,13,499.692438
-17.564022,18,499.751616
-20.557924,17,499.807575
-6.739023,13,499.850284
-7.612429,9,499.8801
-17.58865,15,499.92888
-7.784181,12,499.968239
-14.002851,12,500.008405
-7.934154,11,500.044702
-31.417001,23,500.120485
-13.814134,12,500.159692
-18.864403,17,500.216021
-10.63775,11,500.253049
-12.162531,11,500.289156
-7.442294,8,500.315427
-14.839064,16,500.367749
-17.315386,14,500.413333
-26.931176,23,500.488766
-5.694599,7,500.511614
-18.414331,20,500.576564
-22.061118,17,500.632515
-22.160088,17,500.687981
-5.767922,8,500.714368
-5.674311,7,500.737637
-3.811372,13,500.78055
-6.06465,24,500.859652
-31.907925,24,500.937624
-24.781653,19,501.00031
-5.944299,17,501.055325
-12.361373,20,501.12082
-4.446755,10,501.153496
-7.735078,24,501.234517
-24.137333,19,501.297596
-18.006656,19,501.360887
-15.434177,14,501.410579
-6.563311,11,501.44839
-10.998856,12,501.487536
-12.582516,12,501.527024
-25.078933,21,501.596249
-30.481713,23,501.671187
-11.896861,11,501.707694
-30.286369,24,501.786055
-8.873958,9,501.815678
-12.233847,11,501.852034
-15.696529,13,501.894758
-11.951765,17,501.951296
-11.213593,12,501.990756
-27.014691,24,502.06999
-21.759444,17,502.125708
-11.165696,13,502.168287
-10.478754,10,502.201245
-21.725783,17,502.257162
-18.827998,15,502.307378
-5.484076,7,502.330409
-5.861138,8,502.356759
-13.428906,24,502.436472
-10.937685,12,502.476149
-4.128368,7,502.499085
-7.506285,9,502.528453
-19.021743,16,502.580836
-18.919341,24,502.659801
-9.482436,13,502.703454
-8.071591,11,502.740235
-18.939902,16,502.793912
-16.351259,17,502.852002
-14.021361,14,502.901333
-16.649045,14,502.947801
-25.50269,22,503.020705
-8.964442,12,503.059687
-12.697151,13,503.102409
-32.229556,24,503.181361
-19.635643,24,503.261993
-6.083583,10,503.296176
-12.856844,14,503.344583
-13.346759,12,503.386936
-17.055223,14,503.436544
-10.292612,10,503.47159
-10.910071,11,503.510151
-14.655707,18,503.572763
-21.937789,17,503.632256
-14.064318,13,503.677841
-9.061522,9,503.71054
-12.167713,11,503.749974
-9.227232,10,503.785965
-13.963934,12,503.82842
-11.095696,20,503.89957
-5.723536,7,503.92442
-17.100814,14,503.97432
-14.15204,12,504.01689
-14.801953,16,504.07404
-12.609553,13,504.12036
-10.914408,14,504.167417
-7.409005,9,504.197466
-14.135504,13,504.241812
-7.532614,11,504.278353
-8.836057,15,504.328719
-8.913624,9,504.358493
-7.163255,8,504.385274
-7.4223,9,504.415307
-18.367646,15,504.465119
-28.906205,23,504.540168
-13.404285,12,504.58
-14.546311,14,504.625611
-17.214505,14,504.671168
-23.574984,19,504.732956
-3.666043,7,504.755855
-10.52204,11,504.791772
-10.671347,10,504.825326
-24.329934,19,504.887165
-12.272012,11,504.923615
-3.378194,11,504.959551
-18.553433,15,505.008375
-7.170956,24,505.087292
-17.440456,16,505.139933
-20.62788,17,505.195833
-9.609478,13,505.238847
-20.754916,17,505.294768
-3.624629,12,505.334037
-18.492664,23,505.408344
-7.343547,9,505.437729
-6.580369,14,505.483458
-4.286377,9,505.51308
-11.785954,11,505.549
-13.595517,12,505.588517
-13.922767,12,505.628515
-12.237392,12,505.668103
-12.468906,12,505.707859
-8.822099,17,505.764199
-24.973297,19,505.826064
-12.510297,15,505.875375
-12.200621,12,505.914401
