#{"t_start": 1780031485.44627, "env_id": "None"}
r,l,t
-13.889144,12,219.685555
-19.219396,16,219.73717
-10.291663,11,219.773075
-18.863139,15,219.823128
-10.564939,24,219.900873
-14.201529,13,219.943548
-18.540265,15,219.992215
-10.796707,11,220.028794
-12.234378,12,220.068569
-12.318852,11,220.105171
-2.603927,8,220.131697
-10.84996,11,220.168116
-6.388183,16,220.220626
-18.836736,19,220.282752
-18.158016,17,220.338483
-17.281633,15,220.387529
-12.887262,13,220.429959
-18.290405,18,220.488406
-18.705035,15,220.538139
-17.839749,19,220.600601
-7.667817,10,220.634076
-13.465779,13,220.676558
1.197148,3,220.686577
-27.64835,24,220.765063
-4.915409,7,220.788013
-10.556928,10,220.821072
-17.82077,17,220.876538
-7.571842,10,220.909376
-8.626927,24,220.986818
-8.853231,10,221.019424
-22.214686,17,221.074822
-4.085783,7,221.09774
-11.447142,24,221.17694
-2.397631,5,221.193623
-11.10801,14,221.240457
-22.255958,19,221.302159
-17.066966,15,221.351503
-17.388839,14,221.396827
-15.983411,15,221.44544
-10.425966,20,221.510405
-26.844689,20,221.575032
-19.145585,17,221.630596
-17.521534,15,221.679059
-17.171848,14,221.724259
-19.00292,15,221.772963
-11.952835,12,221.812183
-4.06636,9,221.842274
-9.231769,11,221.878234
-18.808128,15,221.926588
-12.188858,11,221.962855
-5.030806,13,222.004931
-22.155096,17,222.059801
-19.217794,15,222.109314
-12.396113,11,222.144831
-10.806895,10,222.17727
-9.045484,12,222.216806
-9.039222,9,222.246041
-18.180352,15,222.294818
-13.105008,15,222.344238
-14.989325,13,222.386393
-23.772529,18,222.444981
-7.455211,8,222.47118
-5.844513,7,222.494241
-12.26127,12,222.533689
-13.699125,13,222.576942
-14.174944,13,222.619241
-27.022987,20,222.684503
-13.523063,12,222.723455
-11.99334,11,222.759165
-18.031487,19,222.822226
-6.678194,12,222.861927
-10.514193,10,222.895599
-20.425867,22,222.968196
-16.313468,19,223.030184
-8.740057,9,223.059964
-12.898253,13,223.102441
-15.668619,14,223.147672
-11.386393,24,223.225357
-17.245554,24,223.304754
-21.448678,17,223.360622
-19.107317,17,223.418283
-18.726983,16,223.472708
-21.89501,18,223.532606
-18.889626,15,223.581894
-19.801521,24,223.661807
-8.512467,15,223.712378
-12.850186,24,223.793164
-21.891971,18,223.853492
-15.831364,15,223.903296
-16.858438,14,223.949709
-12.325231,11,224.003168
-17.592521,17,224.063952
-16.127026,15,224.114298
-14.597162,16,224.167012
-18.625659,15,224.216275
-19.285932,18,224.275345
-23.524558,20,224.341023
-19.680794,21,224.410368
-10.454608,10,224.443045
-7.596651,24,224.521756
-16.775831,14,224.567249
-11.86272,18,224.625751
-18.975887,23,224.700528
-9.695682,13,224.743223
-21.923994,17,224.79945
-6.602462,16,224.853374
-6.704265,8,224.880114
-5.920495,24,224.960126
-13.735993,12,224.999705
-12.219276,11,225.035779
-22.194601,21,225.105435
-12.851754,14,225.150956
-7.377823,8,225.17682
-13.09764,16,225.229582
-23.110869,24,225.307748
-8.596254,16,225.360497
-4.016431,6,225.380188
-12.153033,11,225.416114
-13.941841,12,225.456181
-12.218649,11,225.49192
-7.408785,8,225.518124
-9.249818,10,225.551166
-14.275735,16,225.605609
-14.000673,13,225.648205
-14.247917,15,225.697792
-6.534835,13,225.740501
-10.455967,10,225.773472
-18.679258,15,225.823751
-12.132082,12,225.863102
-18.712743,18,225.922157
-8.610494,9,225.951871
-14.184972,14,225.997627
-20.287116,16,226.049698
-12.355057,11,226.085736
-15.881289,16,226.137547
-21.121258,21,226.2066
-7.551852,10,226.239716
-12.310684,17,226.296004
-18.894433,16,226.348338
-10.684287,10,226.381073
-2.613507,15,226.430919
-18.868265,17,226.486393
-10.31693,24,226.564811
-2.769663,8,226.590892
-24.719437,19,226.653515
-14.75914,16,226.705767
-12.976463,18,226.765573
-7.946859,12,226.80528
-11.794145,11,226.841782
-23.685154,18,226.900708
-23.280245,20,226.965535
-18.76406,15,227.014488
-5.579579,7,227.037374
-18.061938,18,227.096295
-12.139898,11,227.132643
-18.466622,16,227.185142
-13.103977,18,227.243959
-9.766799,24,227.321847
-11.329154,13,227.36478
-7.398656,9,227.393962
-22.745552,24,227.471494
-12.193902,12,227.510645
-18.94108,15,227.559145
-18.463298,15,227.608239
-23.431856,18,227.666677
-19.297972,18,227.725428
-22.112799,20,227.791241
-10.915223,14,227.838169
-20.493506,18,227.897182
-19.340586,17,227.953447
-12.992355,19,228.014916
-20.829213,17,228.0706
-12.819029,14,228.116393
-21.76155,17,228.171615
-14.271473,12,228.210537
-22.188272,20,228.274947
-9.58998,15,228.323728
-7.005956,24,228.401918
-8.489341,13,228.444637
-3.94531,6,228.464364
-11.030168,14,228.510134
-18.263234,19,228.572661
-14.046236,14,228.619426
-9.621213,21,228.689354
-10.713807,10,228.722617
-19.505249,16,228.775513
-25.183663,19,228.839261
-15.960448,15,228.888898
-19.590749,17,228.945002
-15.656483,13,228.988232
-18.931379,19,229.052744
-13.368258,16,229.106048
-8.209275,13,229.149311
-14.030376,12,229.188669
-23.75913,18,229.248573
-3.929143,6,229.268785
-5.449383,14,229.315651
-14.544192,15,229.364811
-20.069594,19,229.427243
-3.731608,13,229.47035
-14.459409,19,229.533817
-22.454162,20,229.599762
-12.397387,11,229.636168
-1.480074,8,229.662276
-12.227209,11,229.698586
-26.401752,20,229.764378
-5.922781,10,229.797504
-17.080551,14,229.843472
-23.615935,18,229.902057
-17.315656,15,229.950886
-8.17074,12,229.989875
-4.012633,6,230.010061
-4.878082,12,230.04943
-10.587989,10,230.081796
-7.268225,24,230.160512
-13.94607,14,230.206002
-16.794014,14,230.251872
-12.870573,13,230.294167
-17.621277,17,230.34945
-17.542544,15,230.398573
-11.851992,24,230.477259
-7.343828,8,230.50337
-18.574186,24,230.581655
-11.414693,14,230.627911
-13.608879,12,230.666852
-19.709205,19,230.729048
-19.123229,18,230.787904
-21.614962,17,230.844767
-17.313953,15,230.894131
-15.576638,13,230.93694
-21.672776,18,230.996654
-6.267163,10,231.029033
-15.695516,16,231.08061
-7.446862,8,231.106788
-5.887744,8,231.132876
-9.067956,13,231.175049
-7.47795,24,231.253375
-12.168503,11,231.289353
-10.826402,11,231.325498
-15.758574,16,231.377861
-15.862755,15,231.427734
-7.356667,8,231.45421
2.8913,2,231.460987
-13.567145,12,231.500295
-12.807782,15,231.550031
-20.728845,17,231.605626
-12.306456,11,231.64133
-0.948186,7,231.764699
-12.800773,24,231.843096
-2.451104,7,231.86629
-17.350005,14,231.912108
-5.988027,9,231.941684
-25.287196,20,232.006916
-12.666873,13,232.050482
-14.298526,13,232.093742
-21.995289,23,232.169215
0.351729,7,232.192286
-7.428612,9,232.222021
-10.702032,10,232.254337
-18.462659,15,232.30329
-27.007455,20,232.368222
-22.585873,24,232.446682
-15.48029,24,232.525323
-26.393057,21,232.594533
-7.786638,10,232.627702
-9.129557,9,232.658016
-12.313315,12,232.697365
-8.672576,13,232.739427
-19.167768,15,232.788726
-17.149445,14,232.834903
-19.148469,15,232.884397
-10.573294,10,232.917034
-19.526887,16,232.968931
-6.273256,24,233.047147
-12.761117,13,233.089476
-10.715432,11,233.125977
-12.059954,11,233.162963
-21.818453,17,233.218646
-15.914753,13,233.26131
-6.314788,10,233.293896
-3.948589,6,233.313509
-15.055551,18,233.372884
-10.605758,10,233.405783
-17.452588,14,233.452953
-23.006226,18,233.513096
-7.885071,11,233.548882
-18.670717,15,233.59864
-18.918646,15,233.649014
-20.701175,16,233.702546
-16.296532,21,233.772034
-22.419647,18,233.832344
-15.530976,15,233.882208
-3.972932,6,233.902095
-26.369285,20,233.967836
-10.590343,12,234.007747
-21.634647,20,234.074307
-20.7173,17,234.131126
-12.837058,16,234.183962
-7.290846,9,234.21386
-14.166582,13,234.256308
-25.564957,20,234.321803
-17.33299,16,234.374347
-18.621206,15,234.423202
-12.301935,11,234.459642
-14.401097,15,234.50864
-18.090379,19,234.570549
-29.736028,23,234.645084
-4.578983,10,234.677739
-28.906786,22,234.749365
-19.482323,19,234.812171
-14.373392,14,234.858379
-28.547589,21,234.927034
-9.208284,10,234.959778
-17.459809,14,235.005125
-13.460833,24,235.084818
-13.722779,12,235.124558
-7.246704,24,235.203292
-15.420422,13,235.245433
-10.595798,10,235.280654
-21.980519,17,235.337033
-17.096061,14,235.382691
-10.591189,10,235.415399
-12.543182,12,235.454363
-12.083688,11,235.490009
-14.013964,14,235.535877
-13.697159,24,235.613246
-16.840466,14,235.659194
-10.530361,10,235.691708
-17.126635,15,235.740897
-21.962274,17,235.797177
-10.880789,11,235.833658
-13.706301,12,235.873691
-7.489273,8,235.899744
-8.020413,11,235.935403
-12.398336,12,235.974326
1.315708,3,235.984274
-10.646089,12,236.023451
-8.083808,12,236.062426
-16.355854,24,236.14002
-23.754071,19,236.201442
-11.331583,16,236.254213
-23.141246,18,236.313292
-12.699126,14,236.359884
-9.182542,11,236.396334
-15.414271,13,236.438985
-13.757873,12,236.478461
-7.179149,8,236.505294
-7.478169,8,236.532301
-17.260571,16,236.588804
-12.509229,12,236.628592
-26.320352,20,236.694128
-12.506941,13,236.737215
-16.013746,19,236.799476
-26.541736,21,236.868796
-2.820748,10,236.901246
-12.995034,15,236.950387
-13.671106,13,236.993308
-19.438327,24,237.072303
-18.617823,15,237.12337
-11.986248,11,237.16025
-16.5555,17,237.218629
-18.794132,15,237.268877
-15.728727,14,237.315296
-6.033122,9,237.345318
-14.166495,13,237.388977
-3.943516,6,237.408773
-18.691218,16,237.462298
-13.807868,12,237.501739
-12.070256,12,237.541403
-12.378621,12,237.580761
-16.915468,24,237.659294
-19.046172,15,237.70878
-21.873217,17,237.763863
-17.760542,16,237.816739
-15.121525,13,237.859782
-3.097273,10,237.892388
-10.964134,14,237.941137
-15.170937,13,237.988352
-17.651282,16,238.046868
-21.653472,18,238.10645
-7.368618,9,238.13575
-9.520742,11,238.172348
-7.709496,10,238.205168
-20.048398,24,238.287101
-8.485432,10,238.324274
-26.507728,20,238.391602
-12.64636,15,238.440939
-7.539288,10,238.473766
-7.404653,8,238.500013
-4.784404,11,238.536492
-20.712347,18,238.596565
-7.113655,8,238.622841
-12.38999,11,238.65924
-12.44917,11,238.695743
-12.968093,15,238.745346
-12.308914,11,238.782284
-13.897567,13,238.826345
-17.573254,16,238.879658
-7.512074,9,238.909385
-7.391906,10,238.943124
-6.991178,24,239.022174
-12.005758,11,239.058779
-16.546811,18,239.119484
-14.955596,18,239.179628
-10.657141,11,239.216819
-15.693973,24,239.296385
-14.1512,12,239.336465
-20.846878,17,239.393792
-15.764175,14,239.440435
-13.532228,12,239.480138
-20.753655,16,239.532881
-26.502448,23,239.608594
-20.783316,17,239.664754
-9.074196,9,239.694
-21.832115,18,239.752547
-19.151891,16,239.805455
-8.922911,10,239.839727
-13.964635,14,239.886104
-14.772198,16,239.938793
-21.104738,18,239.998822
-5.779201,8,240.025095
-9.00324,14,240.071939
-25.911586,20,240.137641
-15.955542,15,240.186452
-18.991945,16,240.239285
-9.796823,14,240.284681
-9.216788,10,240.317733
-5.467234,14,240.363183
-20.376368,18,240.421432
-23.56974,18,240.479807
-7.609941,10,240.512565
-16.68354,20,240.57851
-7.159647,9,240.607828
-8.99796,9,240.637227
-19.459201,24,240.716232
-18.986492,15,240.7649
-15.487383,13,240.807564
-16.798346,14,240.85334
-15.776348,19,240.916149
-10.727466,11,240.952255
-18.650305,15,241.000933
-17.445376,15,241.050457
-9.027159,13,241.093212
-18.12139,21,241.161341
-7.549919,8,241.187314
-20.345092,17,241.242018
-20.920933,20,241.308528
-9.183625,12,241.347579
-13.888067,12,241.387276
-0.898763,5,241.403816
-4.14984,6,241.423528
-15.560487,13,241.465843
-10.980362,12,241.504959
-14.716612,16,241.557446
-15.871519,18,241.615778
-12.156244,12,241.655467
-26.762229,20,241.72027
-12.365778,11,241.756292
-10.955179,12,241.795598
-12.388188,11,241.83179
-7.545038,8,241.858173
-19.317583,18,241.916292
-17.764022,19,241.977791
-9.172203,12,242.017433
-10.323428,10,242.050077
-23.898904,19,242.112405
-9.109622,9,242.142227
-5.741719,7,242.165353
-17.908622,24,242.250483
-10.500073,18,242.309884
-15.421038,13,242.353119
-17.280625,15,242.402384
-16.384946,24,242.480803
-19.200054,16,242.533143
-20.52322,16,242.584888
-17.079843,14,242.63005
-12.024128,24,242.70793
-9.257375,11,242.743941
-5.986437,24,242.822048
-17.949638,24,242.901268
-21.190988,18,242.960034
-9.78665,13,243.00224
-8.760003,11,243.03781
-16.903955,24,243.116681
-6.118296,10,243.149104
-7.456518,8,243.175084
-21.124279,24,243.253676
-18.677364,20,243.31871
-15.756492,13,243.360855
-7.384966,10,243.393855
-16.992664,14,243.441527
-15.119641,15,243.49139
-18.602979,15,243.540196
-21.816231,17,243.596287
-16.155339,15,243.645427
-29.506791,24,243.725324
-13.014005,15,243.774811
-5.104957,7,243.797967
-20.510965,16,243.851714
-11.089404,11,243.887994
-8.087759,12,243.928741
-7.868992,13,243.971765
-9.895493,13,244.014864
-28.601562,21,244.083469
-10.955911,13,244.12664
-12.980457,15,244.176195
-19.119582,24,244.256117
-17.352124,14,244.303087
-5.803083,10,244.336158
-18.467478,15,244.385746
-6.817916,8,244.412271
-11.949765,11,244.44845
-13.691213,12,244.487765
-19.713785,16,244.540556
-7.80694,11,244.57697
-4.344986,9,244.60678
-7.436231,8,244.6332
-5.60073,24,244.712014
-12.30968,11,244.748497
-6.517509,21,244.817079
-10.39578,12,244.856781
-10.995119,11,244.893321
-11.916002,11,244.929276
-16.20781,15,244.978153
-7.501706,24,245.056883
-11.47243,14,245.102701
-13.41202,13,245.145523
-19.064821,17,245.200824
-12.326846,11,245.236963
-9.270179,11,245.272761
-12.752448,14,245.318243
-10.64541,10,245.351236
-10.504272,10,245.385808
0.429492,6,245.405846
-15.578885,14,245.451947
-14.047764,12,245.490659
-15.987245,14,245.536196
-25.476411,19,245.598484
-14.473213,15,245.647045
-18.84111,15,245.695574
-9.169337,10,245.728631
-12.049322,11,245.764455
-10.746963,10,245.796841
-18.516481,15,245.846832
-8.848989,24,245.924904
-24.836301,20,245.990467
-15.239359,13,246.032626
-7.529001,9,246.061993
-13.639383,18,246.121079
-13.759862,12,246.160065
-9.463932,11,246.195545
-14.016224,12,246.234938
-11.029036,12,246.274044
-12.504459,11,246.309972
-20.316295,16,246.362383
-14.535079,16,246.414454
-9.060012,9,246.444464
-6.916092,10,246.477261
-11.414906,14,246.523011
-5.479505,15,246.572537
-12.184284,11,246.608147
-18.904196,19,246.670005
-9.72367,24,246.747528
-21.937966,17,246.803164
-13.238586,12,246.842437
-10.727504,10,246.875181
-21.343866,22,246.94602
-11.239165,24,247.023359
-15.449918,15,247.072558
-12.649576,12,247.111445
-15.73623,13,247.154031
-10.184187,24,247.231939
-5.709076,8,247.257808
-5.479392,8,247.284251
-11.866735,19,247.345815
-11.459102,14,247.391432
-19.149294,17,247.447365
-2.238776,5,247.463736
-10.169485,10,247.496706
-25.669053,19,247.558997
-15.548902,13,247.601125
-2.44353,7,247.623843
-7.378122,9,247.653231
-10.639439,10,247.68558
-16.469257,15,247.733899
-3.75266,6,247.753754
-15.503309,13,247.796708
-8.477834,14,247.842945
-9.13821,10,247.876417
-19.128254,24,247.954527
-7.392246,8,247.980807
-24.681708,19,248.042932
-8.997922,9,248.072112
-12.411063,11,248.108136
-17.917654,17,248.163848
-13.908866,12,248.202781
-22.266102,17,248.35099
-11.690269,24,248.428799
-10.78791,11,248.464973
-18.800642,15,248.51403
-15.734764,13,248.556538
-5.788345,7,248.579685
-12.436885,12,248.620147
-22.262169,17,248.67637
-22.067896,20,248.742812
-12.169406,11,248.778916
-7.521545,11,248.815678
-11.881005,11,248.85474
-17.100732,15,248.906687
-10.098716,17,248.963469
-16.731158,15,249.013149
-19.162924,17,249.069619
-4.278649,9,249.099848
-9.078982,10,249.132716
-13.120524,18,249.192417
-10.378842,10,249.225446
-22.095535,17,249.281682
-17.539784,15,249.331292
-18.167573,20,249.397292
-9.719766,24,249.476338
-25.551566,19,249.538831
-20.887972,19,249.601869
-24.74781,19,249.664433
-17.316389,14,249.710402
-20.601681,16,249.762406
-13.934162,12,249.801632
-10.29235,12,249.841092
-9.22703,10,249.874349
-17.666513,18,249.933176
-18.313769,15,249.982031
-16.845645,24,250.060697
-9.702637,13,250.103178
-5.278126,7,250.126064
-7.757914,12,250.165795
-15.821488,15,250.215365
-17.608567,15,250.265352
-17.632027,15,250.31551
-17.609853,16,250.369164
-10.70664,13,250.412717
-21.998905,18,250.471768
-9.341638,15,250.521103
-14.120852,14,250.567101
-3.318664,11,250.602868
-6.209424,10,250.636303
-19.19525,16,250.688597
-14.18368,12,250.728163
-12.368495,12,250.768172
-12.093612,11,250.804372
-10.570636,10,250.837431
-14.016469,13,250.881652
-24.990841,20,250.947544
-12.219666,11,250.98373
-9.21097,10,251.017119
-8.929292,14,251.063389
-17.02245,14,251.109695
-4.522081,9,251.139941
-16.047013,16,251.192226
-7.938234,10,251.224959
-20.199265,16,251.277665
-8.069025,12,251.317062
-15.46096,13,251.361036
-7.182237,8,251.404938
-12.046734,20,251.514356
-9.178753,10,251.56086
-22.842792,20,251.643924
-10.773438,22,251.735418
-20.199268,16,251.805082
-25.084103,19,251.877282
-6.282709,10,251.911769
-22.260407,17,251.968389
-7.3293,8,251.993835
-0.948577,6,252.013491
-10.609279,11,252.049248
-10.574679,10,252.083164
-19.108745,18,252.141433
-4.153211,7,252.164098
-11.154637,17,252.221595
-22.186594,17,252.279121
-13.80586,13,252.322775
-9.094576,9,252.352575
-8.924738,9,252.382718
-22.179188,17,252.439402
-5.856201,8,252.466064
-12.41001,11,252.502459
-11.772519,14,252.548914
-12.270484,12,252.588885
-9.518792,14,252.635182
-15.611301,24,252.714467
-7.724436,24,252.794059
-4.583387,11,252.831031
-20.27658,17,252.887949
-25.942598,24,252.967369
-12.544412,12,253.007291
-12.320278,12,253.047334
-12.893711,14,253.093493
-23.530142,18,253.153463
-8.942115,10,253.187016
-11.260769,15,253.23665
-19.081366,15,253.286569
-16.613613,18,253.345804
-8.982749,9,253.375575
-13.669088,24,253.456538
-6.311832,12,253.496899
-5.927747,11,253.534161
-27.614673,24,253.614077
-13.854723,12,253.654738
-17.198227,23,253.732086
-13.936489,12,253.773399
-22.106934,18,253.833718
-10.791416,24,253.915777
-14.268654,13,253.959163
-12.79757,13,254.002569
-13.694355,12,254.041945
-10.659427,10,254.07514
0.594836,6,254.095176
-16.24328,18,254.154817
-10.687503,10,254.18812
-23.36447,21,254.258256
-9.100177,9,254.288081
-12.869509,15,254.337361
-25.195739,19,254.400154
-10.566387,11,254.436004
-20.560824,16,254.488409
-16.73023,24,254.56641
-14.138276,14,254.612753
-20.39064,16,254.665827
-15.744833,14,254.712035
-22.288411,19,254.774725
-16.833008,24,254.853449
-23.696749,19,254.915589
-10.230331,10,254.948593
-25.274107,19,255.010944
-10.904276,11,255.047076
-9.464571,11,255.083807
-10.102349,10,255.117141
-3.414595,12,255.156716
-10.725734,10,255.189479
-4.922071,11,255.225902
-21.006106,18,255.284828
-13.819297,13,255.327686
-5.891782,8,255.354089
-18.843825,24,255.431999
-7.534527,10,255.4648
-21.004657,21,255.532789
-21.226378,18,255.591334
-20.863956,17,255.646369
-15.5354,13,255.689218
-8.838831,20,255.753788
-18.429814,24,255.832095
-15.931144,13,255.874948
-8.907808,9,255.905003
-15.418058,13,255.947227
-15.186752,17,256.002449
-12.980592,15,256.051443
-18.844422,15,256.100506
-24.977944,19,256.162843
-11.153922,13,256.205299
-9.712901,13,256.247607
-1.440416,8,256.27373
-24.243199,21,256.342372
-22.403918,18,256.40164
-14.324607,24,256.479666
-4.678789,11,256.515757
-15.506113,13,256.558549
-9.009959,9,256.588154
-17.811586,24,256.668154
-22.220368,17,256.723692
-8.866056,9,256.753881
-8.28386,9,256.783614
-6.473158,11,256.819478
-23.489521,18,256.878733
-13.410327,12,256.918362
-8.027729,12,256.957264
-13.603588,12,256.996597
-13.600607,12,257.035628
-13.654349,12,257.074765
-17.2082,14,257.121052
-9.060121,9,257.150611
-10.617934,10,257.183249
-23.17472,18,257.242617
-17.22093,14,257.288976
-18.666848,16,257.341311
-9.280367,11,257.377928
-23.81571,22,257.450474
-9.652982,24,257.52899
-5.200181,7,257.551835
-7.678493,11,257.587889
-17.077939,15,257.637353
-12.559889,12,257.67644
-10.678725,11,257.712344
-28.461921,21,257.780891
-22.228217,24,257.859493
-25.257573,20,257.924725
-23.991579,20,257.990261
-19.099132,17,258.045689
-18.770212,15,258.095079
-13.783661,12,258.134245
-7.390649,8,258.160418
-10.58658,10,258.193494
-23.560251,24,258.27277
-17.586246,18,258.331967
-17.593345,17,258.386619
-8.388428,9,258.416056
-16.099469,15,258.464575
-19.001863,15,258.513102
-19.571701,16,258.565748
-15.465647,13,258.608741
-6.387684,24,258.687676
-11.233414,14,258.734132
-12.588621,13,258.776563
-12.190034,11,258.813508
-19.993494,16,258.866584
-10.819234,11,258.903349
-10.822421,11,258.939953
-14.349216,21,259.0089
-23.823568,18,259.068126
-3.670893,13,259.111243
-19.557703,16,259.164383
-28.090137,23,259.240239
-10.959038,11,259.276539
-16.511434,14,259.322908
-9.06518,9,259.352839
-8.966081,9,259.382043
-20.358331,18,259.441062
-7.552672,10,259.473759
-17.192125,15,259.52303
-17.478517,18,259.581627
-20.101604,16,259.634646
-17.840817,16,259.686883
-21.961611,17,259.742354
-8.900231,9,259.772452
-16.328393,17,259.828088
-7.870435,12,259.867738
-20.555073,16,259.919743
-20.266644,18,259.9778
-15.82621,24,260.056234
-5.958999,11,260.092207
-5.850764,10,260.125317
-7.48057,9,260.154836
-17.883848,17,260.209821
-9.160216,9,260.239865
-15.535622,14,260.286341
-13.793214,24,260.365267
-10.730433,12,260.404671
-12.247302,11,260.440902
-21.81575,17,260.497378
-15.260322,14,260.542761
-11.044634,13,260.584468
-24.610195,23,260.659228
-10.738984,10,260.691701
-5.985673,21,260.760451
-26.812828,20,260.826164
-0.495244,5,260.843188
-15.970441,16,260.898767
-28.108609,22,260.97141
-16.141729,16,261.023916
-16.825507,14,261.071037
-15.615842,13,261.114816
-9.226142,12,261.154178
-18.940782,16,261.206862
-18.968946,16,261.259258
-23.440659,24,261.336726
-17.194358,15,261.385352
-15.524725,13,261.428078
-8.578212,24,261.506101
-8.958888,10,261.538504
-12.299451,24,261.616965
-12.263553,11,261.653134
-7.289712,8,261.67978
-28.688021,22,261.751996
-5.830938,8,261.778205
-12.444936,12,261.817527
-17.478216,16,261.870173
-5.904681,12,261.909159
-18.593937,15,261.95883
-17.072614,15,262.007318
-12.287263,11,262.043126
-1.938508,11,262.07921
-0.548156,5,262.095987
-21.723414,18,262.154585
-15.813121,14,262.200577
-12.306524,11,262.236662
-29.473877,22,262.308718
-13.885001,13,262.351083
-23.550926,20,262.416506
-8.949935,9,262.445662
-8.630993,17,262.501039
-15.538786,14,262.547201
-10.54867,11,262.582979
-10.803524,11,262.618609
-9.341812,11,262.654987
-10.209929,11,262.691048
-12.993535,18,262.7495
-18.972006,17,262.804432
-7.147805,18,262.863121
-17.475587,15,262.912885
-18.135772,22,262.984058
-17.292343,17,263.039984
-19.132851,16,263.093043
-10.762874,10,263.126574
-12.235263,12,263.165987
-7.194881,24,263.244395
-10.830552,11,263.280294
-16.847495,15,263.328668
-6.295761,13,263.371513
-7.166017,8,263.399742
-15.222989,14,263.447541
-22.466826,18,263.507824
-7.252067,8,263.534301
-8.75971,10,263.56718
-12.421817,12,263.607713
-24.003489,18,263.667174
-26.39518,20,263.733877
-10.746569,11,263.769778
-17.544708,17,263.825958
-28.114825,24,263.909341
-13.082851,20,263.979556
-18.221373,18,264.043369
-16.983172,14,264.093522
-10.779089,10,264.128592
-10.658586,10,264.164162
-18.063132,21,264.238132
-16.886347,20,264.308523
-9.312566,10,264.344645
-18.901048,15,264.396668
-13.270883,24,264.480807
-7.361155,8,264.508803
-1.455093,9,264.540027
-26.055806,20,264.610008
-6.941736,9,264.641234
-17.269793,15,264.693705
-17.253366,15,264.743859
-5.579339,7,264.767039
-26.888445,20,264.833285
-9.591711,14,264.879185
-7.388897,18,264.93791
-15.458194,13,265.073868
-12.352487,11,265.110269
-18.927956,16,265.163118
-7.325002,24,265.241175
-12.381831,13,265.283944
-15.69412,13,265.326405
-27.065606,21,265.395001
-9.211818,9,265.425182
-12.313834,11,265.460908
-12.446408,11,265.496582
-9.008488,9,265.52633
-7.701596,10,265.559315
-16.192081,18,265.617727
-7.801189,11,265.653374
-19.764975,17,265.709352
-8.13762,14,265.755587
-25.315107,21,265.824821
-9.573616,13,265.868291
-18.537357,15,265.923159
-7.241792,8,265.95009
-20.590123,24,266.028977
-19.566538,16,266.081127
-12.5246,11,266.117464
-15.979463,15,266.166564
-22.000263,19,266.228422
-17.188808,14,266.274456
-9.445837,11,266.310339
-7.617055,10,266.342797
-15.752973,15,266.391738
-12.053631,17,266.446935
-24.133483,21,266.515435
-15.687216,14,266.560706
-9.113403,9,266.590242
-4.866919,18,266.648639
-7.631874,10,266.681334
-5.403025,7,266.704136
-15.335473,23,266.779215
-3.309038,10,266.811673
-17.333684,17,266.867441
-9.297389,10,266.900574
-14.18028,13,266.942917
-13.675865,24,267.021322
-22.368081,24,267.099565
-21.979268,17,267.15475
-10.078187,16,267.206973
-9.898918,24,267.28458
-13.911334,12,267.323836
-9.157154,9,267.35324
-2.289733,13,267.395314
-24.826682,22,267.467921
-13.983714,12,267.507344
-23.420271,18,267.566711
-13.220042,15,267.615647
-26.228685,24,267.694277
-10.767714,11,267.73011
-14.18438,13,267.771843
-7.352622,8,267.798051
-10.648569,12,267.837245
-10.803928,10,267.86992
-20.70147,18,267.928788
-7.223956,8,267.955001
-16.224301,15,268.003918
-15.945907,15,268.05341
-13.884692,12,268.092608
-6.250434,10,268.12557
-12.403968,11,268.16221
-7.94606,11,268.198571
-9.261657,14,268.2442
-10.691362,10,268.277686
-11.409501,14,268.323165
-9.082956,13,268.365019
-9.427635,11,268.401311
-20.630369,16,268.453281
-18.133965,15,268.501812
-23.868903,24,268.579352
-8.328884,14,268.626068
-11.968148,11,268.662592
-12.289878,11,268.699202
-20.470755,16,268.752897
-18.803604,16,268.806363
-20.806563,19,268.869359
-19.695113,24,268.949281
-14.11016,13,268.992218
-5.958565,9,269.022404
-12.105029,11,269.059299
-15.432779,13,269.102574
-9.153642,9,269.133143
-7.448821,8,269.159621
-15.667901,18,269.219001
-20.676779,16,269.270986
-10.665879,11,269.306819
-20.538814,16,269.359315
-22.397448,17,269.415036
-14.090108,13,269.457439
-14.501803,14,269.503531
-8.972119,9,269.53287
-5.925456,24,269.610832
-12.317353,22,269.683065
-12.161909,11,269.719815
-15.7687,13,269.76274
-17.062864,15,269.811555
-11.875985,11,269.848104
-8.992643,9,269.878088
-6.956058,15,269.927277
-21.969347,18,269.985751
-12.891939,24,270.063789
-24.579329,19,270.126651
-9.491667,14,270.172411
-19.217011,17,270.22855
-5.96511,8,270.25491
-12.166022,11,270.29059
-17.051984,16,270.343071
-12.214183,12,270.38184
-8.982285,11,270.417514
-10.174687,11,270.454121
-4.627955,11,270.489794
-12.758953,13,270.532235
-6.311067,11,270.569004
-13.624391,12,270.608455
-16.032366,15,270.657867
-10.975425,13,270.700694
-9.747271,13,270.742943
-7.577451,10,270.775461
-17.531124,24,270.85344
-15.736526,13,270.896695
-22.351453,19,270.959195
-19.905449,16,271.010864
-13.946039,13,271.053906
-8.128631,13,271.097384
-16.32686,18,271.156592
-17.211709,14,271.202393
-10.579079,10,271.235034
-6.946556,24,271.313435
-12.285263,12,271.352436
-17.627501,15,271.401426
-10.344608,24,271.479598
-12.168063,11,271.516081
-15.959718,17,271.572639
-10.589303,10,271.605493
